#chrom	start	stop	name
Chr_1	72000	72451	gy_1
Chr_1	72478	73245	gy_2
Chr_1	73246	73869	gy_3
Chr_1	74398	74814	gy_4
Chr_1	74704	74814	gy_5
Chr_1	81537	88498	gy_6
Chr_1	424242	427734	Enh_1
Chr_1	458235	461637	hAT_1
Chr_1	504355	504503	gy_7
Chr_1	504355	504503	gy_8
Chr_1	506273	506335	gy_9
Chr_1	506786	506944	gy_10
Chr_1	507721	508912	gy_11
Chr_1	512598	513707	gy_12
Chr_1	853270	853434	cp_1
Chr_1	853270	853465	cp_2
Chr_1	881603	881637	gy_13
Chr_1	1177554	1177704	cp_3
Chr_1	1177985	1178262	cp_4
Chr_1	1187245	1188663	cp_5
Chr_1	1191701	1192081	cp_6
Chr_1	1192564	1193114	cp_7
Chr_1	1212283	1217836	cp_8
Chr_1	3687601	3688113	gy_14
Chr_1	4072494	4073668	cp_9
Chr_1	4133962	4134268	gy_15
Chr_1	4134654	4136885	gy_16
Chr_1	4137476	4137534	gy_17
Chr_2	301586	302041	gy_18
Chr_2	309793	312880	gy_19
Chr_2	311881	315971	gy_20
Chr_2	470717	477667	gy_21
Chr_2	520550	520596	cp_10
Chr_2	574512	574666	gy_22
Chr_2	575446	576637	gy_23
Chr_2	631205	637372	gy_24
Chr_2	637544	637596	gy_25
Chr_2	637628	638003	gy_26
Chr_2	691589	691734	gy_27
Chr_2	691756	692787	gy_28
Chr_2	693191	695355	hAT_2
Chr_2	696676	699915	gy_29
Chr_2	699935	700347	gy_30
Chr_2	700816	701304	gy_31
Chr_2	700868	701425	gy_32
Chr_2	2124988	2125052	gy_33
Chr_2	2124995	2125080	gy_34
Chr_2	2128950	2129174	gy_35
Chr_2	2129523	2130317	gy_36
Chr_2	2129599	2131636	gy_37
Chr_2	2134148	2134358	gy_38
Chr_2	2135103	2136295	gy_39
Chr_2	2145495	2145976	gy_40
Chr_2	2146705	2146915	gy_41
Chr_2	2147230	2147292	gy_42
Chr_2	2148784	2149415	cp_11
Chr_2	2156215	2156490	gy_43
Chr_2	2156503	2157443	gy_44
Chr_2	2158175	2158403	gy_45
Chr_2	2162739	2163639	cp_12
Chr_2	2164291	2164926	cp_13
Chr_2	2170185	2170597	gy_46
Chr_2	2170608	2171118	gy_47
Chr_2	2171121	2171603	gy_48
Chr_2	2172457	2172721	gy_49
Chr_2	2173016	2173969	gy_50
Chr_2	2173961	2176535	gy_51
Chr_2	2177798	2177856	gy_52
Chr_2	2178447	2179040	gy_53
Chr_2	2180604	2181439	cp_14
Chr_2	2182969	2184160	gy_54
Chr_2	2183161	2189151	gy_55
Chr_2	2192800	2194929	cp_15
Chr_2	2200021	2201445	gy_56
Chr_2	2200818	2201445	gy_57
Chr_2	2677317	2677853	cp_16
Chr_2	2680874	2681371	cp_17
Chr_2	2752011	2753484	gy_58
Chr_2	3031748	3038780	gy_59
Chr_2	3161828	3166346	gy_60
Chr_2	3197672	3197770	gy_61
Chr_2	3197674	3204115	gy_62
Chr_2	3204113	3204223	gy_63
Chr_2	3204113	3204526	gy_64
Chr_2	3205041	3205434	gy_65
Chr_2	3223300	3225472	gy_66
Chr_2	3371705	3377882	gy_67
Chr_2	3378252	3378300	cp_18
Chr_2	3379177	3379235	gy_68
Chr_2	3379825	3382055	gy_69
Chr_2	3382441	3382746	gy_70
Chr_2	3386264	3392437	gy_71
Chr_2	3391696	3392437	gy_72
Chr_2	3393734	3393792	gy_73
Chr_2	3394384	3396615	gy_74
Chr_2	3397003	3397311	gy_75
Chr_3	325238	332195	gy_76
Chr_3	483490	485617	gy_77
Chr_3	485618	486597	gy_78
Chr_3	488575	492765	cp_19
Chr_3	492735	494205	gy_79
Chr_3	492740	494489	gy_80
Chr_3	838031	838338	gy_81
Chr_3	838389	839376	gy_82
Chr_3	839515	840059	gy_83
Chr_3	839515	840250	gy_84
Chr_3	840804	843718	gy_85
Chr_3	841453	843696	gy_86
Chr_3	844638	844907	gy_87
Chr_3	847034	847461	gy_88
Chr_3	848167	848406	gy_89
Chr_3	848193	848421	gy_90
Chr_3	861903	868964	gy_91
Chr_3	1418421	1418474	gy_92
Chr_3	2145273	2145580	gy_93
Chr_3	2147495	2147559	gy_94
Chr_3	2164085	2164941	gy_95
Chr_3	2164223	2165434	gy_96
Chr_3	2170546	2171402	gy_97
Chr_3	2170684	2171895	gy_98
Chr_3	2177584	2177778	cp_20
Chr_3	2177906	2178212	cp_21
Chr_3	2179187	2179493	cp_22
Chr_3	2179622	2179816	cp_23
Chr_3	2191067	2191362	hAT_3
Chr_3	2194531	2202650	gy_99
Chr_3	2203556	2203960	cp_24
Chr_3	2204241	2204391	cp_25
Chr_3	2208742	2211082	hAT_4
Chr_3	2426022	2428173	Enh_2
Chr_3	3252897	3252936	cp_26
Chr_3	3378193	3385138	gy_100
Chr_4	111570	111628	gy_101
Chr_4	112223	114458	gy_102
Chr_4	114844	115150	gy_103
Chr_4	559677	566716	gy_104
Chr_4	584974	585220	gy_105
Chr_4	585023	585176	gy_106
Chr_4	590219	592417	gy_107
Chr_4	617531	619816	gy_108
Chr_4	618817	624562	gy_109
Chr_4	935727	935789	gy_110
Chr_4	936257	936447	gy_111
Chr_4	937177	938370	gy_112
Chr_4	1101764	1102121	gy_113
Chr_4	1102423	1102633	gy_114
Chr_4	1103363	1104559	gy_115
Chr_4	1137568	1138660	gy_116
Chr_4	1137670	1138618	gy_117
Chr_4	1139004	1139311	gy_118
Chr_4	1518999	1521974	gy_119
Chr_4	1521963	1522278	gy_120
Chr_4	1523444	1523806	cp_27
Chr_4	1529498	1529638	cp_28
Chr_4	1530145	1530542	cp_29
Chr_4	1542536	1542842	gy_121
Chr_4	1543227	1544498	gy_122
Chr_4	1543332	1544642	gy_123
Chr_4	1545115	1545278	gy_124
Chr_4	1549334	1554238	gy_125
Chr_4	1554508	1555305	Mar_1
Chr_4	1651775	1653946	gy_126
Chr_4	1654292	1654480	gy_127
Chr_4	1896460	1897627	gy_128
Chr_4	1898359	1898598	gy_129
Chr_4	1898385	1898589	gy_130
Chr_4	1911931	1911993	gy_131
Chr_4	1912444	1912648	gy_132
Chr_4	1913630	1914798	gy_133
Chr_4	2049308	2052879	Enh_3
Chr_4	2457187	2457426	gy_134
Chr_4	2457196	2457400	gy_135
Chr_4	2458129	2459319	gy_136
Chr_4	2482288	2483289	Mar_2
Chr_4	2494970	2496139	gy_137
Chr_4	2496867	2497106	gy_138
Chr_4	2496893	2497121	gy_139
Chr_4	2985317	2985440	gy_140
Chr_4	2986355	2986849	cp_30
Chr_4	3541779	3542276	cp_31
Chr_4	3542594	3542751	cp_32
Chr_5	385488	386226	hAT_5
Chr_5	670901	671055	gy_141
Chr_5	671835	672116	gy_142
Chr_5	866015	866055	gy_143
Chr_5	876678	876768	cp_33
Chr_5	876696	876768	cp_34
Chr_5	934702	934774	cp_35
Chr_5	934702	934792	cp_36
Chr_5	1015819	1019109	Enh_4
Chr_5	2732514	2738997	gy_144
Chr_5	2946897	2947136	gy_145
Chr_5	2946906	2947061	gy_146
Chr_5	2947839	2948388	gy_147
Chr_5	2948845	2949342	gy_148
Chr_5	3116498	3117133	gy_149
Chr_5	3116498	3123439	gy_150
Chr_5	3392655	3392883	gy_151
Chr_5	3393615	3394808	gy_152
Chr_5	3399433	3399662	gy_153
Chr_5	3399448	3399705	gy_154
Chr_5	3399488	3399613	gy_155
Chr_5	3400394	3401585	gy_156
Chr_6	19985	22160	gy_157
Chr_6	62874	69921	gy_158
Chr_6	86611	86968	gy_159
Chr_6	87271	87482	gy_160
Chr_6	88211	89098	gy_161
Chr_6	90167	91998	gy_162
Chr_6	151729	152887	gy_163
Chr_6	151869	152892	gy_164
Chr_6	152883	156364	gy_165
Chr_6	155365	159905	gy_166
Chr_6	159901	160104	gy_167
Chr_6	198531	203803	cp_37
Chr_6	254512	254815	gy_168
Chr_6	263108	263298	cp_38
Chr_6	263613	264130	cp_39
Chr_6	264857	265914	cp_40
Chr_6	284358	291357	gy_169
Chr_6	294034	294388	gy_170
Chr_6	294708	295734	gy_171
Chr_6	296788	303815	gy_172
Chr_6	303293	310319	gy_173
Chr_6	310675	310794	cp_41
Chr_6	310748	310794	cp_42
Chr_6	383538	383695	gy_174
Chr_6	384473	385664	gy_175
Chr_6	391963	391995	gy_176
Chr_6	391992	393484	gy_177
Chr_6	393602	393852	gy_178
Chr_6	794551	797952	cp_43
Chr_6	1134872	1136083	gy_179
Chr_6	1135055	1136221	gy_180
Chr_6	1137098	1144043	gy_181
Chr_6	1528110	1529344	gy_182
Chr_6	1608565	1611977	gy_183
Chr_6	1624912	1626450	gy_184
Chr_6	1624952	1627338	gy_185
Chr_6	1626854	1627397	gy_186
Chr_6	1646562	1647866	CcNLR5
Chr_6	1747279	1747358	gy_187
Chr_6	1749288	1750423	cp_44
Chr_6	1751702	1752105	cp_45
Chr_6	1752384	1752535	cp_46
Chr_6	1778107	1778237	cp_47
Chr_6	1778672	1778783	cp_48
Chr_6	1789223	1789950	gy_188
Chr_6	1789934	1794459	gy_189
Chr_6	1847104	1852739	gy_190
Chr_6	1852739	1853762	gy_191
Chr_6	1853801	1859687	gy_192
Chr_6	1859688	1861009	gy_193
Chr_6	1885869	1892853	gy_194
Chr_6	1973444	1975736	hAT_6
Chr_7	114507	117793	gy_195
Chr_7	116794	121473	gy_196
Chr_7	255361	259404	hAT_7
Chr_7	329411	334611	gy_197
Chr_7	334611	336418	gy_198
Chr_7	337017	339289	gy_199
Chr_7	337961	339247	gy_200
Chr_7	339633	339940	gy_201
Chr_7	541325	542698	CcNLR1
Chr_7	775319	776054	gy_202
Chr_7	776213	776856	gy_203
Chr_7	793160	798420	gy_204
Chr_7	1866334	1867112	cp_49
Chr_7	1869817	1869993	gy_205
Chr_7	1870592	1871205	gy_206
Chr_7	1870693	1871218	gy_207
Chr_7	1875218	1876397	gy_208
Chr_7	1877127	1877337	gy_209
Chr_7	1877564	1877853	gy_210
Chr_7	1877640	1877997	gy_211
Chr_7	1890881	1891380	gy_212
Chr_7	1891383	1892057	gy_213
Chr_7	1891852	1892172	gy_214
Chr_7	1894310	1895207	gy_215
Chr_7	1895207	1895454	gy_216
Chr_7	1895453	1895620	gy_217
Chr_7	1897700	1897874	cp_50
Chr_7	1897885	1898142	cp_51
Chr_7	1898553	1899377	cp_52
Chr_7	1901514	1901970	gy_218
Chr_7	1907320	1907909	gy_219
Chr_7	1907722	1907941	gy_220
Chr_7	1908632	1909221	gy_221
Chr_7	1909034	1909253	gy_222
Chr_7	1909428	1909924	gy_223
Chr_7	1909569	1909991	gy_224
Chr_7	1910523	1910692	gy_225
Chr_7	1910524	1911056	gy_226
Chr_7	1910933	1911147	gy_227
Chr_7	1911322	1911818	gy_421
Chr_7	1911463	1911885	gy_228
