reference = Chrom1		
Repetitive_Element	gy_1	72000-72451
Repetitive_Element	gy_2	72478-73245
Repetitive_Element	gy_3	73246-73869
Repetitive_Element	gy_4	74398-74814
Repetitive_Element	gy_5	74704-74814
Repetitive_Element	gy_6	81537-88498
Repetitive_Element	Enh_1	424242-427734
Repetitive_Element	hAT_1	458235-461637
Repetitive_Element	gy_7	504355-504503
Repetitive_Element	gy_8	504355-504503
Repetitive_Element	gy_9	506273-506335
Repetitive_Element	gy_10	506786-506944
Repetitive_Element	gy_11	507721-508912
Repetitive_Element	gy_12	512598-513707
Repetitive_Element	cp_1	853270-853434
Repetitive_Element	cp_2	853270-853465
Repetitive_Element	gy_13	881603-881637
Repetitive_Element	cp_3	1177554-1177704
Repetitive_Element	cp_4	1177985-1178262
Repetitive_Element	cp_5	1187245-1188663
Repetitive_Element	cp_6	1191701-1192081
Repetitive_Element	cp_7	1192564-1193114
Repetitive_Element	cp_8	1212283-1217836
Repetitive_Element	gy_14	3687601-3688113
Repetitive_Element	cp_9	4072494-4073668
Repetitive_Element	gy_15	4133962-4134268
Repetitive_Element	gy_16	4134654-4136885
Repetitive_Element	gy_17	4137476-4137534
reference = Chrom2		
Repetitive_Element	gy_18	301586-302041
Repetitive_Element	gy_19	309793-312880
Repetitive_Element	gy_20	311881-315971
Repetitive_Element	gy_21	470717-477667
Repetitive_Element	cp_10	520550-520596
Repetitive_Element	gy_22	574512-574666
Repetitive_Element	gy_23	575446-576637
Repetitive_Element	gy_24	631205-637372
Repetitive_Element	gy_25	637544-637596
Repetitive_Element	gy_26	637628-638003
Repetitive_Element	gy_27	691589-691734
Repetitive_Element	gy_28	691756-692787
Repetitive_Element	hAT_2	693191-695355
Repetitive_Element	gy_29	696676-699915
Repetitive_Element	gy_30	699935-700347
Repetitive_Element	gy_31	700816-701304
Repetitive_Element	gy_32	700868-701425
Repetitive_Element	gy_33	2124988-2125052
Repetitive_Element	gy_34	2124995-2125080
Repetitive_Element	gy_35	2128950-2129174
Repetitive_Element	gy_36	2129523-2130317
Repetitive_Element	gy_37	2129599-2131636
Repetitive_Element	gy_38	2134148-2134358
Repetitive_Element	gy_39	2135103-2136295
Repetitive_Element	gy_40	2145495-2145976
Repetitive_Element	gy_41	2146705-2146915
Repetitive_Element	gy_42	2147230-2147292
Repetitive_Element	cp_11	2148784-2149415
Repetitive_Element	gy_43	2156215-2156490
Repetitive_Element	gy_44	2156503-2157443
Repetitive_Element	gy_45	2158175-2158403
Repetitive_Element	cp_12	2162739-2163639
Repetitive_Element	cp_13	2164291-2164926
Repetitive_Element	gy_46	2170185-2170597
Repetitive_Element	gy_47	2170608-2171118
Repetitive_Element	gy_48	2171121-2171603
Repetitive_Element	gy_49	2172457-2172721
Repetitive_Element	gy_50	2173016-2173969
Repetitive_Element	gy_51	2173961-2176535
Repetitive_Element	gy_52	2177798-2177856
Repetitive_Element	gy_53	2178447-2179040
Repetitive_Element	cp_14	2180604-2181439
Repetitive_Element	gy_54	2182969-2184160
Repetitive_Element	gy_55	2183161-2189151
Repetitive_Element	cp_15	2192800-2194929
Repetitive_Element	gy_56	2200021-2201445
Repetitive_Element	gy_57	2200818-2201445
Repetitive_Element	cp_16	2677317-2677853
Repetitive_Element	cp_17	2680874-2681371
Repetitive_Element	gy_58	2752011-2753484
Repetitive_Element	gy_59	3031748-3038780
Repetitive_Element	gy_60	3161828-3166346
Repetitive_Element	gy_61	3197672-3197770
Repetitive_Element	gy_62	3197674-3204115
Repetitive_Element	gy_63	3204113-3204223
Repetitive_Element	gy_64	3204113-3204526
Repetitive_Element	gy_65	3205041-3205434
Repetitive_Element	gy_66	3223300-3225472
Repetitive_Element	gy_67	3371705-3377882
Repetitive_Element	cp_18	3378252-3378300
Repetitive_Element	gy_68	3379177-3379235
Repetitive_Element	gy_69	3379825-3382055
Repetitive_Element	gy_70	3382441-3382746
Repetitive_Element	gy_71	3386264-3392437
Repetitive_Element	gy_72	3391696-3392437
Repetitive_Element	gy_73	3393734-3393792
Repetitive_Element	gy_74	3394384-3396615
Repetitive_Element	gy_75	3397003-3397311
reference = Chrom3		
Repetitive_Element	gy_76	325238-332195
Repetitive_Element	gy_77	483490-485617
Repetitive_Element	gy_78	485618-486597
Repetitive_Element	cp_19	488575-492765
Repetitive_Element	gy_79	492735-494205
