CHROM	BIN	TOTAL
Chr_1	3920000	4
Chr_1	3940000	5
Chr_1	3960000	3
Chr_1	3980000	2
Chr_1	4000000	5
Chr_1	4020000	2
Chr_1	4040000	5
Chr_1	4060000	4
Chr_1	4080000	4
Chr_1	4100000	4
Chr_1	4120000	1

Chr_2	40000	2
Chr_2	60000	2
Chr_2	100000	1
Chr_2	140000	2
Chr_2	180000	1
Chr_2	3660000	2
Chr_2	3680000	2
Chr_2	3700000	3
Chr_3	120000	2
Chr_3	140000	2
Chr_3	3080000	2
Chr_3	3100000	3
Chr_3	3120000	1
Chr_3	3160000	1
Chr_3	3180000	2
Chr_3	3200000	1
Chr_3	3220000	2
Chr_4	460000	2
Chr_4	480000	2
Chr_4	500000	1
Chr_4	540000	3
Chr_4	560000	4
Chr_4	580000	1
Chr_4	600000	2
Chr_4	3260000	4
Chr_4	3280000	6
Chr_4	3300000	3
Chr_4	3320000	2
Chr_4	3340000	4
Chr_4	3360000	4
Chr_4	3380000	2
Chr_4	3400000	3
Chr_4	3420000	3
Chr_4	3440000	1
Chr_4	3480000	3
Chr_5	200000	2
Chr_5	220000	3
Chr_5	240000	1
Chr_5	260000	2
Chr_5	280000	2
Chr_5	300000	3
Chr_7	20000	1
Chr_7	40000	3
Chr_7	60000	3
Chr_7	80000	1
Chr_7	100000	1
Chr_7	120000	1
Chr_7	140000	2
Chr_7	160000	1
Chr_7	180000	1
Chr_7	200000	2
Chr_7	220000	3
Chr_8	2080000	1
Chr_8	2100000	2
Chr_8	2120000	5
Chr_8	2140000	3
Chr_8	2160000	1
Chr_8	2180000	3
Chr_8	2200000	3
Chr_8	2220000	3
Chr_8	2240000	2
Chr_8	2260000	5
Chr_8	2280000	3
Chr_8	2300000	4
Chr_8	2320000	3
Chr_8	2340000	6
Chr_8	2380000	5
Chr_8	2400000	2
Chr_8	2420000	6
Chr_8	2440000	3
Chr_9	440000	2
Chr_9	480000	2
Chr_9	500000	2
Chr_9	520000	2
Chr_9	540000	1
Chr_9	560000	2
Chr_9	580000	1
