CHROM	BIN	TOTAL
Chr_1	440000	1
Chr_1	460000	1
Chr_1	480000	2
Chr_1	500000	1
Chr_1	520000	2
Chr_1	560000	4
Chr_1	580000	3
Chr_1	600000	1
Chr_1	640000	1
Chr_1	660000	2
Chr_1	680000	2
Chr_1	700000	5
Chr_1	720000	1
Chr_1	740000	2
Chr_1	760000	3
Chr_1	780000	2
Chr_1	940000	1
Chr_1	980000	4
Chr_1	1020000	1
Chr_1	1060000	2
Chr_1	1100000	1
Chr_1	1120000	3
Chr_1	1140000	2
Chr_1	1200000	4
Chr_1	1240000	1
Chr_1	1280000	1
Chr_1	1400000	1
Chr_1	1480000	1
Chr_1	1500000	1
Chr_1	1780000	1
Chr_1	1940000	2
Chr_1	1960000	1
Chr_1	2100000	1
Chr_1	2260000	1
Chr_1	2280000	3
Chr_1	2660000	1
Chr_1	2780000	2
Chr_1	2820000	2
Chr_1	2880000	2
Chr_1	2920000	2
Chr_1	3120000	2
Chr_1	3220000	2
Chr_1	3240000	1
Chr_1	3320000	4
Chr_1	3340000	4
Chr_1	3360000	2
Chr_1	3380000	3
Chr_1	3400000	1
Chr_1	3420000	1
Chr_1	3440000	6
Chr_1	3460000	5
Chr_1	3480000	1
Chr_1	3520000	2
Chr_1	3580000	2
Chr_1	3640000	2
Chr_1	3660000	1
Chr_1	3680000	3
Chr_1	3700000	2
Chr_1	3740000	1
Chr_1	3760000	1
Chr_1	3780000	1
Chr_1	3820000	4
Chr_10	540000	3
Chr_10	560000	3
Chr_10	580000	3
Chr_10	600000	1
Chr_10	660000	3
Chr_10	700000	5
Chr_10	720000	4
Chr_10	760000	1
Chr_10	780000	2
Chr_10	820000	5
Chr_10	860000	4
Chr_10	880000	3
Chr_10	900000	3
Chr_10	920000	1
Chr_10	960000	1
Chr_10	1000000	2
Chr_10	1140000	2
Chr_10	1160000	1
Chr_10	1180000	3
Chr_10	1240000	1
Chr_10	1260000	2
Chr_10	1280000	1
Chr_10	1400000	1
Chr_10	1420000	2
Chr_10	1460000	1
Chr_10	1480000	2
Chr_10	1520000	7
Chr_10	1540000	3
Chr_10	1560000	3
Chr_10	1580000	3
Chr_10	1600000	4
Chr_10	1620000	2
Chr_10	1640000	5
Chr_10	1660000	7
Chr_10	1680000	4
Chr_10	1700000	6
Chr_2	540000	2
Chr_2	560000	1
Chr_2	580000	3
Chr_2	600000	1
Chr_2	620000	1
Chr_2	640000	1
Chr_2	660000	4
Chr_2	700000	2
Chr_2	720000	3
Chr_2	740000	2
Chr_2	760000	2
Chr_2	780000	2
Chr_2	820000	2
Chr_2	860000	1
Chr_2	920000	1
Chr_2	960000	1
Chr_2	1020000	2
Chr_2	1100000	1
Chr_2	1180000	1
Chr_2	1200000	2
Chr_2	1280000	4
Chr_2	1300000	2
Chr_2	1540000	1
Chr_2	1760000	1
Chr_2	1820000	2
Chr_2	1880000	1
Chr_2	1900000	1
Chr_2	1920000	2
Chr_2	1940000	1
Chr_2	2000000	2
Chr_2	2020000	1
Chr_2	2140000	1
Chr_2	2160000	1
Chr_2	2180000	1
Chr_2	2240000	1
Chr_2	2300000	1
Chr_2	2320000	3
Chr_2	2340000	1
Chr_2	2360000	2
Chr_2	2420000	1
Chr_2	2460000	3
Chr_2	2540000	1
Chr_2	2560000	4
Chr_2	2580000	1
Chr_2	2620000	2
Chr_2	2640000	3
Chr_2	2700000	2
Chr_2	2720000	1
Chr_2	2740000	1
Chr_2	2780000	1
Chr_2	2800000	1
Chr_2	2820000	4
Chr_2	2860000	7
Chr_2	2880000	3
Chr_2	2920000	1
Chr_2	2960000	2
Chr_3	540000	1
Chr_3	560000	2
Chr_3	600000	8
Chr_3	620000	4
Chr_3	640000	1
Chr_3	660000	6
Chr_3	680000	7
Chr_3	700000	4
Chr_3	720000	1
Chr_3	740000	7
Chr_3	760000	7
Chr_3	780000	2
Chr_3	840000	4
Chr_3	860000	4
Chr_3	880000	2
Chr_3	900000	1
Chr_3	920000	3
Chr_3	940000	2
Chr_3	960000	1
Chr_3	980000	1
Chr_3	1000000	2
Chr_3	1020000	1
Chr_3	1040000	2
Chr_3	1060000	3
Chr_3	1080000	1
Chr_3	1140000	1
Chr_3	1200000	1
Chr_3	1280000	1
Chr_3	1320000	2
Chr_3	1340000	2
Chr_3	1400000	1
Chr_3	1440000	1
Chr_3	1560000	1
Chr_3	1640000	1
Chr_3	1660000	2
Chr_3	1740000	1
Chr_3	1760000	1
Chr_3	1860000	2
Chr_3	1960000	1
Chr_3	2020000	1
Chr_3	2120000	1
Chr_3	2140000	1
Chr_3	2180000	2
Chr_3	2200000	2
Chr_3	2320000	2
Chr_3	2340000	1
Chr_3	2400000	1
Chr_3	2420000	5
Chr_3	2440000	1
Chr_3	2480000	1
Chr_3	2500000	4
Chr_3	2580000	2
Chr_3	2700000	1
Chr_3	2720000	1
Chr_3	2740000	1
Chr_3	2760000	1
Chr_3	2780000	1
Chr_5	520000	3
Chr_5	540000	3
Chr_5	600000	4
Chr_5	620000	7
Chr_5	640000	5
Chr_5	660000	2
Chr_5	680000	2
Chr_5	700000	1
Chr_5	720000	4
Chr_5	780000	2
Chr_5	800000	1
Chr_5	840000	2
Chr_5	860000	2
Chr_5	920000	1
Chr_5	940000	2
Chr_5	960000	1
Chr_5	1000000	1
Chr_5	1020000	4
Chr_5	1140000	3
Chr_5	1200000	1
Chr_5	1220000	1
Chr_5	1240000	1
Chr_5	1340000	1
Chr_5	1380000	1
Chr_5	1440000	2
Chr_5	1460000	1
Chr_5	1540000	1
Chr_5	1660000	2
Chr_5	1700000	1
Chr_5	1740000	1
Chr_7	600000	3
Chr_7	620000	4
Chr_7	660000	3
Chr_7	680000	2
Chr_7	700000	4
Chr_7	720000	2
Chr_7	760000	4
Chr_7	780000	1
Chr_7	800000	4
Chr_7	820000	3
Chr_7	840000	2
Chr_7	860000	1
Chr_7	900000	2
Chr_7	920000	3
Chr_7	980000	1
Chr_7	1000000	4
Chr_7	1020000	3
Chr_7	1040000	2
Chr_7	1080000	2
Chr_7	1100000	1
Chr_7	1160000	1
Chr_7	1260000	1
Chr_7	1380000	3
Chr_7	1520000	4
Chr_7	1580000	1
Chr_7	1620000	1
Chr_7	1680000	3
Chr_7	1720000	3
Chr_7	1740000	2
Chr_7	1760000	1
Chr_7	1780000	5
Chr_7	1800000	2
Chr_7	1820000	1
Chr_7	1940000	1
Chr_7	1960000	3
Chr_7	1980000	2
Chr_7	2000000	1
Chr_7	2040000	3
Chr_7	2080000	1
Chr_7	2140000	2
Chr_7	2160000	1
Chr_7	2180000	2
Chr_7	2200000	2
Chr_7	2220000	2
Chr_7	2240000	4
Chr_7	2260000	1
Chr_7	2280000	2
Chr_7	2300000	2
Chr_7	2320000	1
Chr_8	120000	3
Chr_8	160000	6
Chr_8	180000	1
Chr_8	200000	5
Chr_8	220000	5
Chr_8	240000	2
Chr_8	260000	5
Chr_8	280000	3
Chr_8	300000	4
Chr_8	320000	3
Chr_8	340000	1
Chr_8	380000	3
Chr_8	400000	2
Chr_8	420000	4
Chr_8	440000	3
Chr_8	460000	1
Chr_8	480000	2
Chr_8	500000	5
Chr_8	520000	4
Chr_8	540000	5
Chr_8	560000	2
Chr_8	580000	2
Chr_8	600000	3
Chr_8	620000	3
Chr_8	640000	4
Chr_8	660000	3
Chr_8	680000	4
Chr_8	700000	2
Chr_8	720000	2
Chr_8	780000	1
Chr_8	820000	1
Chr_8	860000	1
Chr_8	920000	1
Chr_8	1300000	1
Chr_8	1360000	1
Chr_8	1520000	2
Chr_8	1560000	1
Chr_8	1660000	2
Chr_8	1680000	3
Chr_8	1720000	1
Chr_8	1740000	2
Chr_8	1760000	5
Chr_8	1780000	3
Chr_8	1900000	4
Chr_8	1920000	1
Chr_8	1960000	5
Chr_8	1980000	3
Chr_8	2000000	8
Chr_8	2020000	5
Chr_8	2040000	1
Chr_9	860000	6
Chr_9	880000	1
Chr_9	900000	4
Chr_9	920000	6
Chr_9	940000	1
Chr_9	960000	1
Chr_9	980000	3
Chr_9	1000000	4
Chr_9	1020000	1
Chr_9	1060000	5
Chr_9	1080000	3
Chr_9	1100000	1
Chr_9	1140000	4
Chr_9	1160000	1
Chr_9	1180000	1
Chr_9	1200000	3
Chr_9	1220000	3
Chr_9	1240000	1
Chr_9	1280000	2
Chr_9	1300000	1
Chr_9	1320000	2
Chr_9	1340000	2
Chr_9	1360000	4
Chr_9	1380000	4
Chr_9	1400000	2
Chr_9	1460000	4
Chr_9	1480000	1
Chr_9	1520000	2
Chr_9	1560000	3
Chr_9	1600000	3
Chr_9	1620000	4
Chr_9	1640000	2
Chr_9	1660000	2
Chr_9	1680000	2
Chr_9	1700000	1
Chr_9	1720000	3
Chr_9	1740000	6
Chr_9	1760000	3
Chr_9	1800000	2
Chr_9	1820000	1
Chr_9	1840000	3
Chr_9	1860000	2
Chr_9	1880000	2
Chr_9	1900000	1
Chr_9	1940000	3
Chr_9	1960000	4
Chr_9	1980000	4
Chr_9	2000000	2
Chr_9	2020000	1
