CHROM	BIN	TOTAL
Chr_1	440000	3
Chr_1	460000	1
Chr_1	480000	6
Chr_1	500000	11
Chr_1	520000	7
Chr_1	540000	1
Chr_1	560000	5
Chr_1	580000	2
Chr_1	600000	3
Chr_1	620000	7
Chr_1	640000	5
Chr_1	660000	4
Chr_1	680000	2
Chr_1	700000	14
Chr_1	720000	2
Chr_1	740000	8
Chr_1	760000	5
Chr_1	780000	1
Chr_1	800000	2
Chr_1	820000	5
Chr_1	840000	2
Chr_1	860000	1
Chr_1	880000	1
Chr_1	940000	1
Chr_1	960000	7
Chr_1	980000	2
Chr_1	1000000	3
Chr_1	1020000	4
Chr_1	1040000	3
Chr_1	1060000	3
Chr_1	1080000	1
Chr_1	1100000	1
Chr_1	1120000	4
Chr_1	1140000	2
Chr_1	1160000	13
Chr_1	1180000	35
Chr_1	1200000	18
Chr_1	1220000	4
Chr_1	1240000	1
Chr_1	1300000	2
Chr_1	1320000	3
Chr_1	1340000	1
Chr_1	1400000	1
Chr_1	1440000	1
Chr_1	1500000	4
Chr_1	1520000	1
Chr_1	1540000	4
Chr_1	1560000	2
Chr_1	1580000	1
Chr_1	1600000	2
Chr_1	1680000	1
Chr_1	1720000	1
Chr_1	1740000	3
Chr_1	1840000	1
Chr_1	1860000	3
Chr_1	1880000	3
Chr_1	1920000	1
Chr_1	1940000	1
Chr_1	1960000	1
Chr_1	1980000	1
Chr_1	2000000	1
Chr_1	2060000	1
Chr_1	2080000	1
Chr_1	2100000	4
Chr_1	2160000	3
Chr_1	2200000	2
Chr_1	2320000	1
Chr_1	2380000	2
Chr_1	2420000	1
Chr_1	2440000	1
Chr_1	2540000	7
Chr_1	2740000	1
Chr_1	2760000	2
Chr_1	2780000	1
Chr_1	2820000	1
Chr_1	2840000	1
Chr_1	2860000	1
Chr_1	2900000	1
Chr_1	2920000	1
Chr_1	2940000	1
Chr_1	2980000	2
Chr_1	3020000	1
Chr_1	3040000	1
Chr_1	3060000	2
Chr_1	3080000	1
Chr_1	3100000	1
Chr_1	3120000	2
