CHROM	BIN	TOTAL
Chr_1	440000	5
Chr_1	460000	5
Chr_1	480000	6
Chr_1	500000	3
Chr_1	520000	5
Chr_1	540000	9
Chr_1	560000	10
Chr_1	580000	10
Chr_1	600000	7
Chr_1	620000	2
Chr_1	640000	6
Chr_1	660000	6
Chr_1	680000	6
Chr_1	700000	8
Chr_1	720000	7
Chr_1	740000	6
Chr_1	760000	8
Chr_1	780000	9
Chr_1	800000	9
Chr_1	820000	10
Chr_1	840000	2
Chr_1	860000	6
Chr_1	880000	7
Chr_1	900000	9
Chr_1	920000	8
Chr_1	940000	10
Chr_1	960000	7
Chr_1	980000	8
Chr_1	1000000	6
Chr_1	1020000	4
Chr_1	1040000	4
Chr_1	1060000	5
Chr_1	1080000	8
Chr_1	1100000	5
Chr_1	1120000	6
Chr_1	1140000	9
Chr_1	1160000	3
Chr_1	1200000	6
Chr_1	1220000	5
Chr_1	1240000	5
Chr_1	1260000	8
Chr_1	1280000	5
Chr_1	1300000	7
Chr_1	1320000	7
Chr_1	1340000	9
Chr_1	1360000	13
Chr_1	1380000	7
Chr_1	1400000	8
Chr_1	1420000	9
Chr_1	1440000	10
Chr_1	1460000	8
Chr_1	1480000	9
Chr_1	1500000	9
Chr_1	1520000	11
Chr_1	1540000	9
Chr_1	1560000	10
Chr_1	1580000	8
Chr_1	1600000	7
Chr_1	1620000	4
Chr_1	1640000	9
Chr_1	1660000	9
Chr_1	1680000	10
Chr_1	1700000	10
Chr_1	1720000	11
Chr_1	1740000	13
Chr_1	1760000	9
Chr_1	1780000	12
Chr_1	1800000	9
Chr_1	1820000	8
Chr_1	1840000	11
Chr_1	1860000	10
Chr_1	1880000	9
Chr_1	1900000	8
Chr_1	1920000	11
Chr_1	1940000	7
Chr_1	1960000	11
Chr_1	1980000	5
Chr_1	2000000	13
Chr_1	2020000	9
Chr_1	2040000	8
Chr_1	2060000	7
Chr_1	2080000	10
Chr_1	2100000	7
Chr_1	2120000	10
Chr_1	2140000	9
Chr_1	2160000	12
Chr_1	2180000	7
Chr_1	2200000	6
Chr_1	2220000	8
Chr_1	2240000	7
Chr_1	2260000	12
Chr_1	2280000	6
Chr_1	2300000	7
Chr_1	2320000	6
Chr_1	2340000	10
Chr_1	2360000	9
Chr_1	2380000	7
Chr_1	2400000	9
Chr_1	2420000	8
Chr_1	2440000	8
Chr_1	2460000	9
Chr_1	2480000	5
Chr_1	2500000	6
Chr_1	2520000	8
Chr_1	2540000	7
Chr_1	2660000	9
Chr_1	2680000	11
Chr_1	2700000	10
Chr_1	2720000	9
Chr_1	2740000	9
Chr_1	2760000	8
Chr_1	2780000	12
Chr_1	2800000	5
Chr_1	2820000	6
Chr_1	2840000	9
Chr_1	2860000	9
Chr_1	2880000	10
Chr_1	2900000	7
Chr_1	2920000	9
Chr_1	2940000	8
Chr_1	2960000	7
Chr_1	2980000	5
Chr_1	3000000	9
Chr_1	3020000	5
Chr_1	3040000	6
Chr_1	3060000	9
Chr_1	3080000	8
Chr_1	3100000	8
Chr_1	3120000	10
Chr_1	3140000	8
Chr_1	3160000	4
Chr_1	3180000	10
Chr_1	3200000	8
Chr_1	3220000	6
Chr_1	3240000	6
Chr_1	3260000	10
Chr_1	3280000	8
Chr_1	3300000	5
Chr_1	3320000	10
Chr_1	3340000	7
Chr_1	3360000	9
Chr_1	3380000	9
Chr_1	3400000	6
Chr_1	3420000	7
Chr_1	3440000	12
Chr_1	3460000	8
Chr_1	3480000	7
Chr_1	3500000	6
Chr_1	3520000	6
Chr_1	3540000	7
Chr_1	3560000	6
Chr_1	3580000	11
Chr_1	3600000	5
Chr_1	3620000	4
Chr_1	3640000	6
Chr_1	3660000	5
Chr_1	3680000	6
Chr_1	3700000	9
Chr_1	3720000	7
Chr_1	3740000	6
Chr_1	3760000	9
Chr_1	3780000	6
Chr_1	3800000	7
Chr_1	3820000	9
Chr_10	540000	7
Chr_10	560000	9
Chr_10	580000	8
Chr_10	600000	6
Chr_10	620000	6
Chr_10	640000	9
Chr_10	660000	5
Chr_10	680000	8
Chr_10	700000	10
Chr_10	720000	11
Chr_10	740000	2
Chr_10	760000	1
Chr_10	780000	8
Chr_10	800000	8
Chr_10	820000	8
Chr_10	840000	9
Chr_10	860000	7
Chr_10	880000	7
Chr_10	900000	6
Chr_10	920000	9
Chr_10	940000	8
Chr_10	960000	7
Chr_10	980000	8
Chr_10	1000000	9
Chr_10	1020000	6
Chr_10	1040000	7
Chr_10	1060000	7
Chr_10	1080000	3
Chr_10	1100000	7
Chr_10	1120000	5
Chr_10	1140000	5
Chr_10	1160000	2
Chr_10	1180000	5
Chr_10	1200000	9
Chr_10	1220000	8
Chr_10	1240000	4
Chr_10	1260000	9
Chr_10	1280000	8
Chr_10	1300000	5
Chr_10	1320000	2
Chr_10	1340000	2
Chr_10	1360000	7
Chr_10	1380000	9
Chr_10	1400000	6
Chr_10	1420000	7
Chr_10	1440000	7
Chr_10	1460000	6
Chr_10	1480000	8
Chr_10	1500000	6
Chr_10	1520000	8
Chr_10	1540000	8
Chr_10	1560000	4
Chr_10	1580000	3
Chr_10	1600000	10
Chr_10	1620000	10
Chr_10	1640000	9
Chr_10	1660000	11
Chr_10	1680000	8
Chr_10	1700000	9
Chr_2	540000	10
Chr_2	560000	6
