CHROM	BIN	TOTAL
Chr_1	440000	2
Chr_1	460000	3
Chr_1	480000	1
Chr_1	520000	2
Chr_1	540000	3
Chr_1	560000	3
Chr_1	580000	2
Chr_1	600000	2
Chr_1	620000	1
Chr_1	640000	3
Chr_1	660000	1
Chr_1	680000	3
Chr_1	700000	3
Chr_1	720000	3
Chr_1	740000	2
Chr_1	760000	3
Chr_1	780000	4
Chr_1	800000	5
Chr_1	820000	8
Chr_1	840000	2
Chr_1	860000	6
Chr_1	880000	5
Chr_1	900000	8
Chr_1	920000	6
Chr_1	940000	6
Chr_1	960000	6
Chr_1	980000	2
Chr_1	1000000	4
Chr_1	1040000	3
Chr_1	1060000	2
Chr_1	1080000	8
Chr_1	1100000	4
Chr_1	1120000	2
Chr_1	1140000	7
Chr_1	1160000	3
Chr_1	1220000	4
Chr_1	1240000	3
Chr_1	1260000	6
Chr_1	1280000	1
Chr_1	1300000	3
Chr_1	1320000	7
Chr_1	1340000	6
Chr_1	1360000	8
Chr_1	1380000	3
Chr_1	1400000	4
Chr_1	1420000	9
Chr_1	1440000	9
Chr_1	1460000	7
Chr_1	1480000	4
Chr_1	1500000	8
Chr_1	1520000	11
Chr_1	1540000	8
Chr_1	1560000	9
Chr_1	1580000	6
Chr_1	1600000	5
Chr_1	1620000	2
Chr_1	1640000	7
Chr_1	1660000	7
Chr_1	1680000	7
Chr_1	1700000	10
Chr_1	1720000	8
Chr_1	1740000	13
Chr_1	1760000	7
Chr_1	1780000	8
Chr_1	1800000	8
Chr_1	1820000	6
Chr_1	1840000	11
Chr_1	1860000	8
Chr_1	1880000	8
Chr_1	1900000	7
Chr_1	1920000	7
Chr_1	1940000	5
Chr_1	1960000	9
Chr_1	1980000	4
Chr_1	2000000	7
Chr_1	2020000	8
Chr_1	2040000	7
Chr_1	2060000	5
Chr_1	2080000	8
Chr_1	2100000	5
Chr_1	2120000	8
Chr_1	2140000	6
Chr_1	2160000	9
Chr_1	2180000	6
Chr_1	2200000	4
Chr_1	2220000	5
Chr_1	2240000	6
Chr_1	2260000	7
Chr_1	2280000	3
Chr_1	2300000	7
Chr_1	2320000	6
Chr_1	2340000	7
Chr_1	2360000	6
Chr_1	2380000	6
Chr_1	2400000	7
Chr_1	2420000	8
Chr_1	2440000	7
Chr_1	2460000	7
Chr_1	2480000	5
Chr_1	2500000	3
Chr_1	2520000	6
Chr_1	2540000	6
Chr_1	2660000	7
Chr_1	2680000	9
Chr_1	2700000	8
Chr_1	2720000	7
Chr_1	2740000	5
Chr_1	2760000	6
Chr_1	2780000	8
Chr_1	2800000	5
Chr_1	2820000	4
Chr_1	2840000	9
Chr_1	2860000	5
Chr_1	2880000	5
Chr_1	2900000	7
Chr_1	2920000	4
