CHROM	BIN	TOTAL
Chr_1	440000	2
Chr_1	460000	1
Chr_1	480000	3
Chr_1	500000	2
Chr_1	520000	1
Chr_1	540000	6
Chr_1	560000	3
Chr_1	580000	5
Chr_1	600000	4
Chr_1	620000	1
Chr_1	640000	2
Chr_1	660000	3
Chr_1	680000	1
Chr_1	720000	3
Chr_1	740000	2
Chr_1	760000	2
Chr_1	780000	3
Chr_1	800000	4
Chr_1	820000	2
Chr_1	880000	2
Chr_1	900000	1
Chr_1	920000	2
Chr_1	940000	3
Chr_1	960000	1
Chr_1	980000	2
Chr_1	1000000	2
Chr_1	1020000	3
Chr_1	1040000	1
Chr_1	1060000	1
Chr_1	1120000	1
Chr_1	1200000	2
Chr_1	1220000	1
Chr_1	1240000	1
Chr_1	1260000	2
Chr_1	1280000	3
Chr_1	1300000	4
Chr_1	1340000	3
Chr_1	1360000	5
Chr_1	1380000	4
Chr_1	1400000	3
Chr_1	1440000	1
Chr_1	1460000	1
Chr_1	1480000	4
Chr_1	1540000	1
Chr_1	1560000	1
Chr_1	1580000	2
Chr_1	1600000	2
Chr_1	1620000	2
Chr_1	1640000	2
Chr_1	1660000	2
Chr_1	1680000	3
Chr_1	1720000	3
Chr_1	1760000	2
Chr_1	1780000	3
Chr_1	1800000	1
Chr_1	1820000	2
Chr_1	1860000	2
Chr_1	1880000	1
Chr_1	1900000	1
Chr_1	1920000	4
Chr_1	1960000	1
Chr_1	1980000	1
Chr_1	2000000	6
Chr_1	2020000	1
Chr_1	2040000	1
Chr_1	2060000	2
Chr_1	2080000	2
Chr_1	2100000	1
Chr_1	2120000	2
Chr_1	2140000	3
Chr_1	2160000	3
Chr_1	2180000	1
Chr_1	2200000	2
Chr_1	2220000	3
Chr_1	2240000	1
Chr_1	2260000	4
Chr_1	2340000	3
Chr_1	2360000	3
Chr_1	2380000	1
Chr_1	2400000	2
Chr_1	2440000	1
Chr_1	2460000	2
Chr_1	2500000	3
Chr_1	2520000	2
Chr_1	2540000	1
Chr_1	2660000	1
Chr_1	2680000	2
Chr_1	2700000	2
Chr_1	2720000	2
Chr_1	2740000	4
Chr_1	2760000	2
Chr_1	2780000	2
Chr_1	2860000	4
Chr_1	2880000	3
Chr_1	2920000	3
Chr_1	2940000	1
Chr_1	2960000	3
Chr_1	3000000	4
Chr_1	3020000	1
Chr_1	3040000	2
Chr_1	3060000	3
Chr_1	3080000	6
Chr_1	3100000	1
Chr_1	3120000	1
Chr_1	3140000	1
Chr_1	3180000	1
Chr_1	3200000	3
Chr_1	3240000	2
Chr_1	3260000	2
Chr_1	3280000	2
Chr_1	3300000	2
Chr_1	3320000	2
Chr_1	3340000	3
Chr_1	3360000	3
Chr_1	3380000	2
Chr_1	3400000	2
Chr_1	3420000	2
Chr_1	3440000	2
Chr_1	3460000	1
Chr_1	3480000	3
Chr_1	3520000	1
Chr_1	3540000	5
Chr_1	3560000	1
Chr_1	3580000	3
Chr_1	3600000	4
Chr_1	3620000	1
Chr_1	3640000	2
Chr_1	3660000	2
Chr_1	3680000	1
Chr_1	3700000	3
Chr_1	3720000	3
Chr_1	3740000	3
Chr_1	3760000	5
Chr_1	3780000	2
Chr_1	3820000	3
Chr_10	540000	2
Chr_10	560000	4
Chr_10	580000	3
Chr_10	600000	2
Chr_10	620000	1
Chr_10	640000	4
Chr_10	680000	3
Chr_10	700000	3
Chr_10	720000	4
Chr_10	780000	4
Chr_10	800000	4
Chr_10	840000	6
Chr_10	860000	3
Chr_10	880000	3
Chr_10	900000	3
Chr_10	920000	3
Chr_10	940000	1
Chr_10	960000	2
Chr_10	980000	4
Chr_10	1000000	4
Chr_10	1020000	4
Chr_10	1040000	1
Chr_10	1060000	5
Chr_10	1080000	1
Chr_10	1100000	4
Chr_10	1120000	1
Chr_10	1140000	2
Chr_10	1200000	5
Chr_10	1220000	3
Chr_10	1260000	3
Chr_10	1280000	3
Chr_10	1300000	4
Chr_10	1320000	2
Chr_10	1340000	2
Chr_10	1360000	5
Chr_10	1380000	5
Chr_10	1400000	4
Chr_10	1420000	1
Chr_10	1440000	2
Chr_10	1460000	1
Chr_10	1480000	5
Chr_10	1500000	3
Chr_10	1540000	4
Chr_10	1560000	1
Chr_10	1600000	3
Chr_10	1620000	3
Chr_10	1640000	2
Chr_10	1660000	1
Chr_10	1680000	1
Chr_10	1700000	2
Chr_2	540000	5
Chr_2	560000	3
Chr_2	580000	3
Chr_2	600000	3
Chr_2	620000	2
Chr_2	640000	3
Chr_2	660000	2
Chr_2	700000	4
Chr_2	740000	1
Chr_2	760000	1
Chr_2	780000	3
Chr_2	800000	2
Chr_2	820000	1
Chr_2	840000	5
Chr_2	860000	4
Chr_2	880000	4
Chr_2	900000	4
Chr_2	920000	3
Chr_2	940000	2
Chr_2	960000	1
Chr_2	980000	1
Chr_2	1000000	4
Chr_2	1020000	2
Chr_2	1040000	1
Chr_2	1060000	2
Chr_2	1080000	2
Chr_2	1100000	2
Chr_2	1120000	2
Chr_2	1140000	3
Chr_2	1160000	2
Chr_2	1180000	2
Chr_2	1200000	3
Chr_2	1220000	2
Chr_2	1240000	1
Chr_2	1260000	1
Chr_2	1300000	1
Chr_2	1320000	1
Chr_2	1360000	2
Chr_2	1400000	3
Chr_2	1420000	2
Chr_2	1440000	1
Chr_2	1460000	2
Chr_2	1480000	4
Chr_2	1500000	1
Chr_2	1520000	2
Chr_2	1560000	1
Chr_2	1580000	2
Chr_2	1620000	1
Chr_2	1640000	2
Chr_2	1660000	3
Chr_2	1700000	3
Chr_2	1720000	3
Chr_2	1740000	2
Chr_2	1760000	1
Chr_2	1780000	1
Chr_2	1800000	2
Chr_2	1820000	3
Chr_2	1840000	1
Chr_2	1860000	1
Chr_2	1880000	6
Chr_2	1900000	4
Chr_2	1920000	1
Chr_2	1940000	2
Chr_2	1960000	2
Chr_2	2000000	2
Chr_2	2040000	1
Chr_2	2060000	2
Chr_2	2080000	1
Chr_2	2100000	1
Chr_2	2120000	1
Chr_2	2200000	5
Chr_2	2240000	1
Chr_2	2260000	3
Chr_2	2280000	3
Chr_2	2320000	2
Chr_2	2340000	4
Chr_2	2360000	3
Chr_2	2380000	2
Chr_2	2400000	1
Chr_2	2420000	3
Chr_2	2460000	3
Chr_2	2480000	2
Chr_2	2500000	2
Chr_2	2580000	2
Chr_2	2600000	2
Chr_2	2620000	2
Chr_2	2640000	4
Chr_2	2660000	3
Chr_2	2700000	1
Chr_2	2720000	3
Chr_2	2740000	4
Chr_2	2760000	5
Chr_2	2780000	3
Chr_2	2800000	2
Chr_2	2820000	1
Chr_2	2840000	1
Chr_2	2860000	1
Chr_2	2880000	3
Chr_2	2900000	1
Chr_2	2920000	4
Chr_2	2940000	7
Chr_2	2960000	2
Chr_3	540000	3
Chr_3	560000	1
Chr_3	580000	1
Chr_3	600000	2
Chr_3	620000	2
Chr_3	640000	1
Chr_3	680000	2
Chr_3	700000	2
Chr_3	720000	1
Chr_3	740000	4
Chr_3	780000	1
Chr_3	800000	6
Chr_3	820000	3
Chr_3	880000	3
Chr_3	900000	1
Chr_3	920000	1
Chr_3	940000	2
Chr_3	960000	1
Chr_3	980000	5
Chr_3	1000000	4
Chr_3	1040000	1
Chr_3	1080000	2
Chr_3	1100000	1
Chr_3	1120000	1
Chr_3	1140000	1
Chr_3	1180000	2
Chr_3	1200000	2
Chr_3	1220000	1
Chr_3	1240000	1
Chr_3	1260000	1
Chr_3	1280000	2
Chr_3	1300000	4
Chr_3	1320000	3
Chr_3	1340000	2
Chr_3	1380000	2
Chr_3	1400000	1
Chr_3	1420000	2
Chr_3	1440000	2
Chr_3	1520000	2
Chr_3	1580000	2
Chr_3	1600000	2
Chr_3	1620000	3
Chr_3	1640000	1
Chr_3	1680000	1
Chr_3	1700000	1
Chr_3	1720000	3
Chr_3	1740000	3
Chr_3	1760000	2
Chr_3	1780000	3
Chr_3	1800000	1
Chr_3	1820000	3
Chr_3	1840000	1
Chr_3	1860000	2
Chr_3	1880000	1
Chr_3	1900000	4
Chr_3	1920000	5
Chr_3	1940000	2
Chr_3	1960000	2
Chr_3	1980000	4
Chr_3	2000000	5
Chr_3	2060000	2
Chr_3	2080000	1
Chr_3	2100000	1
Chr_3	2120000	4
Chr_3	2140000	1
Chr_3	2180000	1
Chr_3	2220000	7
Chr_3	2240000	3
Chr_3	2260000	3
Chr_3	2280000	2
Chr_3	2300000	2
Chr_3	2340000	3
Chr_3	2360000	2
Chr_3	2380000	2
Chr_3	2400000	1
Chr_3	2420000	1
Chr_3	2440000	2
Chr_3	2460000	3
Chr_3	2500000	2
Chr_3	2540000	3
Chr_3	2560000	5
Chr_3	2580000	2
Chr_3	2600000	2
Chr_3	2620000	1
Chr_3	2640000	5
Chr_3	2660000	3
Chr_3	2680000	2
Chr_3	2700000	1
Chr_3	2720000	3
Chr_3	2740000	2
Chr_3	2760000	2
Chr_3	2780000	2
Chr_5	520000	5
Chr_5	540000	4
Chr_5	560000	3
Chr_5	580000	1
Chr_5	600000	1
Chr_5	620000	2
Chr_5	640000	2
Chr_5	660000	1
Chr_5	680000	1
Chr_5	700000	3
Chr_5	720000	2
Chr_5	740000	3
Chr_5	760000	1
Chr_5	780000	4
Chr_5	800000	1
Chr_5	860000	4
Chr_5	900000	3
