CHROM	BIN	TOTAL
Chr_1	0	1
Chr_1	20000	2
Chr_1	80000	1
Chr_1	100000	2
Chr_1	120000	2
Chr_1	140000	2
Chr_1	200000	2
Chr_1	220000	3
Chr_1	240000	1
Chr_1	260000	2
Chr_1	280000	6
Chr_1	300000	3
Chr_1	320000	1
Chr_1	340000	2
Chr_1	360000	2
Chr_1	380000	6
Chr_1	400000	3
Chr_1	420000	2
Chr_1	440000	2
Chr_1	460000	3
Chr_1	480000	1
Chr_1	520000	2
Chr_1	540000	3
Chr_1	560000	3
Chr_1	580000	2
Chr_1	600000	2
Chr_1	620000	1
Chr_1	3540000	2
Chr_1	3560000	5
Chr_1	3580000	6
Chr_1	3600000	1
Chr_1	3620000	3
Chr_1	3640000	2
Chr_1	3660000	2
Chr_1	3680000	2
Chr_1	3700000	4
Chr_1	3720000	4
Chr_1	3740000	2
Chr_1	3760000	3
Chr_1	3780000	3
Chr_1	3800000	7
Chr_1	3820000	2
Chr_1	3840000	4
Chr_1	3900000	1
Chr_1	3920000	3
Chr_1	3940000	1
Chr_1	3960000	1
Chr_1	3980000	1
Chr_1	4000000	1
Chr_1	4040000	2
Chr_1	4060000	2
Chr_1	4080000	1
Chr_1	4100000	2
Chr_1	4140000	1
Chr_10	20000	2
Chr_10	40000	1
Chr_10	100000	2
Chr_10	120000	1
Chr_10	140000	1
Chr_10	160000	4
Chr_10	180000	4
Chr_10	240000	2
Chr_10	260000	3
Chr_10	280000	3
Chr_10	300000	2
Chr_10	320000	1
Chr_10	1920000	3
Chr_10	1940000	2
Chr_10	1960000	4
Chr_10	1980000	2
Chr_10	2000000	2
Chr_10	2020000	1
Chr_10	2060000	1
Chr_10	2100000	1
Chr_10	2120000	3
Chr_10	2160000	1
Chr_10	2200000	2
Chr_10	2220000	1
Chr_10	2240000	1
Chr_11	0	3
Chr_11	20000	2
Chr_11	40000	3
Chr_11	80000	1
Chr_11	100000	3
Chr_11	120000	2
Chr_11	200000	1
Chr_11	220000	4
Chr_11	240000	2
Chr_11	1680000	4
Chr_11	1700000	1
Chr_11	1720000	5
Chr_11	1740000	2
Chr_11	1760000	1
Chr_11	1780000	2
Chr_11	1800000	2
Chr_11	1840000	1
Chr_11	1880000	2
Chr_11	1900000	1
Chr_11	1920000	1
Chr_12	20000	2
Chr_12	60000	1
Chr_12	80000	1
Chr_12	140000	4
Chr_12	160000	2
Chr_12	180000	3
Chr_12	200000	5
Chr_12	240000	4
Chr_12	260000	5
Chr_12	280000	4
Chr_12	300000	2
Chr_12	1800000	1
Chr_12	1820000	4
Chr_12	1840000	2
Chr_12	1860000	2
Chr_12	1880000	1
Chr_12	1900000	1
Chr_12	1980000	1
Chr_12	2000000	2
Chr_12	2020000	1
Chr_12	2040000	1
Chr_12	2080000	1
Chr_13	20000	1
Chr_13	60000	4
Chr_13	80000	4
Chr_13	100000	1
Chr_13	840000	4
Chr_13	880000	2
Chr_13	900000	3
Chr_13	920000	7
Chr_13	940000	1
Chr_2	20000	1
Chr_2	40000	2
