CHROM	BIN	TOTAL
Chr_1	640000	5
Chr_1	660000	4
Chr_1	680000	2
Chr_1	700000	14
Chr_1	720000	2
Chr_1	740000	8
Chr_1	760000	5
Chr_1	780000	1
Chr_1	800000	2
Chr_1	820000	5
Chr_1	840000	2
Chr_1	860000	1
Chr_1	880000	1
Chr_1	940000	1
Chr_1	960000	7
Chr_1	980000	2
Chr_1	1000000	3
Chr_1	1020000	4
Chr_1	1040000	3
Chr_1	1060000	3
Chr_1	1080000	1
Chr_1	1100000	1
Chr_1	1120000	4
Chr_1	1140000	2
Chr_1	1160000	13
Chr_1	1180000	35
Chr_1	1200000	18
Chr_1	1220000	4
Chr_1	1240000	1
Chr_1	1300000	2
Chr_1	1320000	3
Chr_1	1340000	1
Chr_1	1400000	1
Chr_1	1440000	1
Chr_1	1500000	4
Chr_1	1520000	1
Chr_1	1540000	4
Chr_1	1560000	2
Chr_1	1580000	1
Chr_1	1600000	2
Chr_1	1680000	1
Chr_1	1720000	1
Chr_1	1740000	3
Chr_1	1840000	1
Chr_1	1860000	3
Chr_1	1880000	3
Chr_1	1920000	1
Chr_1	1940000	1
Chr_1	1960000	1
Chr_1	1980000	1
Chr_1	2000000	1
Chr_1	2060000	1
Chr_1	2080000	1
Chr_1	2100000	4
Chr_1	2160000	3
Chr_1	2200000	2
Chr_1	2320000	1
Chr_1	2380000	2
Chr_1	2420000	1
Chr_1	2440000	1
Chr_1	2540000	7
Chr_1	2560000	2
Chr_1	2580000	2
Chr_1	2600000	1
Chr_1	2740000	1
Chr_1	2760000	2
Chr_1	2780000	1
Chr_1	2820000	1
Chr_1	2840000	1
Chr_1	2860000	1
Chr_1	2900000	1
Chr_1	2920000	1
Chr_1	2940000	1
Chr_1	2980000	2
Chr_1	3020000	1
Chr_1	3040000	1
Chr_1	3060000	2
Chr_1	3080000	1
Chr_1	3100000	1
Chr_1	3120000	2
Chr_1	3160000	1
Chr_1	3180000	2
Chr_1	3260000	1
Chr_1	3280000	1
Chr_1	3300000	2
Chr_1	3320000	3
Chr_1	3340000	4
Chr_1	3360000	3
Chr_1	3380000	2
Chr_1	3400000	1
Chr_1	3460000	2
Chr_1	3480000	5
Chr_1	3520000	5
Chr_10	360000	1
Chr_10	380000	4
Chr_10	400000	3
Chr_10	420000	2
Chr_10	440000	7
Chr_10	460000	2
Chr_10	480000	9
Chr_10	520000	3
Chr_10	540000	1
Chr_10	560000	2
Chr_10	620000	4
Chr_10	660000	1
Chr_10	680000	2
Chr_10	700000	1
Chr_10	720000	1
Chr_10	740000	11
Chr_10	760000	8
Chr_10	780000	14
Chr_10	820000	1
Chr_10	860000	5
Chr_10	880000	4
Chr_10	900000	1
Chr_10	920000	1
Chr_10	960000	2
Chr_10	1020000	4
Chr_10	1040000	3
Chr_10	1060000	2
Chr_10	1080000	1
Chr_10	1140000	5
Chr_10	1160000	8
Chr_10	1180000	8
Chr_10	1200000	1
Chr_10	1220000	1
Chr_10	1240000	4
Chr_10	1260000	5
Chr_10	1280000	2
Chr_10	1300000	22
Chr_10	1320000	25
Chr_10	1340000	23
Chr_10	1360000	2
Chr_10	1420000	5
Chr_10	1440000	2
Chr_10	1460000	6
Chr_10	1500000	1
Chr_10	1520000	8
Chr_10	1540000	9
Chr_10	1560000	12
Chr_10	1580000	7
Chr_10	1600000	3
Chr_10	1640000	3
Chr_10	1680000	4
Chr_10	1700000	1
Chr_10	1760000	6
Chr_10	1780000	6
Chr_10	1800000	9
Chr_10	1820000	1
Chr_10	1840000	4
Chr_10	1860000	3
Chr_10	1880000	1
Chr_10	1900000	5
Chr_11	300000	9
Chr_11	320000	8
Chr_11	340000	4
Chr_11	360000	8
Chr_11	380000	4
Chr_11	400000	3
Chr_11	420000	3
Chr_11	440000	3
Chr_11	460000	5
Chr_11	480000	5
Chr_11	500000	1
Chr_11	520000	1
Chr_11	540000	10
Chr_11	560000	5
Chr_11	580000	15
Chr_11	600000	8
Chr_11	620000	3
Chr_11	640000	11
Chr_11	660000	2
Chr_11	680000	2
Chr_11	700000	2
Chr_11	760000	4
Chr_11	780000	11
Chr_11	800000	1
Chr_11	840000	3
Chr_11	860000	2
Chr_11	880000	1
Chr_11	900000	1
Chr_11	920000	1
Chr_11	940000	2
Chr_11	960000	2
Chr_11	1000000	1
Chr_11	1020000	7
Chr_11	1040000	1
Chr_11	1060000	3
Chr_11	1080000	3
Chr_11	1120000	21
Chr_11	1140000	29
Chr_11	1160000	29
Chr_11	1180000	18
Chr_11	1200000	7
Chr_11	1220000	3
Chr_11	1240000	6
Chr_11	1260000	6
Chr_11	1280000	4
Chr_11	1300000	13
Chr_11	1320000	9
Chr_11	1360000	4
Chr_11	1400000	4
Chr_11	1420000	5
Chr_11	1440000	1
Chr_11	1460000	3
Chr_11	1480000	4
Chr_11	1500000	5
Chr_11	1520000	4
Chr_11	1540000	8
Chr_11	1560000	2
Chr_11	1580000	1
Chr_11	1600000	2
Chr_11	1620000	4
Chr_11	1640000	2
Chr_12	320000	13
Chr_12	340000	2
Chr_12	360000	4
Chr_12	380000	6
Chr_12	400000	4
Chr_12	420000	12
Chr_12	440000	7
Chr_12	460000	2
Chr_12	480000	1
Chr_12	500000	6
Chr_12	520000	3
Chr_12	560000	17
Chr_12	580000	2
Chr_12	600000	3
Chr_12	620000	16
Chr_12	640000	14
Chr_12	660000	8
Chr_12	680000	10
Chr_12	720000	3
Chr_12	740000	6
Chr_12	760000	3
Chr_12	780000	2
Chr_12	800000	2
Chr_12	840000	6
Chr_12	860000	10
Chr_12	880000	5
Chr_12	900000	7
Chr_12	920000	11
Chr_12	940000	7
Chr_12	960000	9
Chr_12	980000	1
Chr_12	1000000	3
Chr_12	1020000	6
Chr_12	1040000	12
Chr_12	1060000	2
Chr_12	1080000	11
Chr_12	1100000	26
Chr_12	1120000	22
Chr_12	1140000	15
Chr_12	1160000	5
Chr_12	1220000	7
Chr_12	1240000	3
Chr_12	1260000	8
Chr_12	1280000	2
Chr_12	1320000	3
Chr_12	1340000	2
Chr_12	1360000	1
Chr_12	1380000	2
Chr_12	1440000	4
Chr_12	1460000	4
Chr_12	1480000	4
Chr_12	1500000	3
Chr_12	1520000	5
Chr_12	1540000	4
Chr_12	1560000	2
Chr_12	1580000	2
Chr_12	1600000	2
Chr_12	1620000	2
Chr_12	1660000	1
Chr_12	1740000	18
Chr_12	1760000	1
Chr_12	1780000	3
Chr_13	160000	1
Chr_13	200000	6
Chr_13	220000	6
Chr_13	260000	10
Chr_13	280000	2
Chr_13	300000	12
Chr_13	320000	6
Chr_13	340000	10
Chr_13	360000	1
Chr_13	380000	2
Chr_13	400000	1
Chr_13	420000	2
Chr_13	460000	4
Chr_13	480000	7
Chr_13	500000	3
Chr_13	520000	4
