CHROM	BIN	TOTAL
Chr_1	640000	2
Chr_1	660000	3
Chr_1	680000	1
Chr_1	720000	3
Chr_1	740000	2
Chr_1	760000	2
Chr_1	780000	3
Chr_1	800000	4
Chr_1	820000	2
Chr_1	880000	2
Chr_1	900000	1
Chr_1	920000	2
Chr_1	940000	3
Chr_1	960000	1
Chr_1	980000	2
Chr_1	1000000	2
Chr_1	1020000	3
Chr_1	1040000	1
Chr_1	1060000	1
Chr_1	1120000	1
Chr_1	1200000	2
Chr_1	1220000	1
Chr_1	1240000	1
Chr_1	1260000	2
Chr_1	1280000	3
Chr_1	1300000	4
Chr_1	1340000	3
Chr_1	1360000	5
Chr_1	1380000	4
Chr_1	1400000	3
Chr_1	1440000	1
Chr_1	1460000	1
Chr_1	1480000	4
Chr_1	1540000	1
Chr_1	1560000	1
Chr_1	1580000	2
Chr_1	1600000	2
Chr_1	1620000	2
Chr_1	1640000	2
Chr_1	1660000	2
Chr_1	1680000	3
Chr_1	1720000	3
Chr_1	1760000	2
Chr_1	1780000	3
Chr_1	1800000	1
Chr_1	1820000	2
Chr_1	1860000	2
Chr_1	1880000	1
Chr_1	1900000	1
Chr_1	1920000	4
Chr_1	1960000	1
Chr_1	1980000	1
Chr_1	2000000	6
Chr_1	2020000	1
Chr_1	2040000	1
Chr_1	2060000	2
Chr_1	2080000	2
Chr_1	2100000	1
Chr_1	2120000	2
Chr_1	2140000	3
Chr_1	2160000	3
Chr_1	2180000	1
Chr_1	2200000	2
Chr_1	2220000	3
Chr_1	2240000	1
Chr_1	2260000	4
Chr_1	2340000	3
Chr_1	2360000	3
Chr_1	2380000	1
Chr_1	2400000	2
Chr_1	2440000	1
Chr_1	2460000	2
Chr_1	2500000	3
Chr_1	2520000	2
Chr_1	2540000	1
Chr_1	2560000	1
Chr_1	2580000	2
Chr_1	2600000	1
Chr_1	2620000	2
Chr_1	2640000	1
Chr_1	2660000	1
Chr_1	2680000	2
Chr_1	2700000	2
Chr_1	2720000	2
Chr_1	2740000	4
Chr_1	2760000	2
Chr_1	2780000	2
Chr_1	2860000	4
Chr_1	2880000	3
Chr_1	2920000	3
Chr_1	2940000	1
Chr_1	2960000	3
Chr_1	3000000	4
Chr_1	3020000	1
Chr_1	3040000	2
Chr_1	3060000	3
Chr_1	3080000	6
Chr_1	3100000	1
Chr_1	3120000	1
Chr_1	3140000	1
Chr_1	3180000	1
Chr_1	3200000	3
Chr_1	3240000	2
Chr_1	3260000	2
Chr_1	3280000	2
Chr_1	3300000	2
Chr_1	3320000	2
Chr_1	3340000	3
Chr_1	3360000	3
Chr_1	3380000	2
Chr_1	3400000	2
Chr_1	3420000	2
Chr_1	3440000	2
Chr_1	3460000	1
Chr_1	3480000	3
Chr_1	3520000	1
Chr_10	340000	2
Chr_10	360000	2
Chr_10	380000	2
Chr_10	400000	2
Chr_10	420000	2
Chr_10	440000	1
Chr_10	460000	1
Chr_10	480000	1
Chr_10	500000	1
Chr_10	520000	5
Chr_10	540000	2
Chr_10	560000	4
Chr_10	580000	3
Chr_10	600000	2
Chr_10	620000	1
Chr_10	640000	4
Chr_10	680000	3
Chr_10	700000	3
Chr_10	720000	4
Chr_10	780000	4
Chr_10	800000	4
Chr_10	840000	6
Chr_10	860000	3
Chr_10	880000	3
Chr_10	900000	3
Chr_10	920000	3
Chr_10	940000	1
Chr_10	960000	2
Chr_10	980000	4
Chr_10	1000000	4
Chr_10	1020000	4
Chr_10	1040000	1
Chr_10	1060000	5
Chr_10	1080000	1
Chr_10	1100000	4
Chr_10	1120000	1
Chr_10	1140000	2
Chr_10	1200000	5
Chr_10	1220000	3
