CHROM	BIN	TOTAL
Chr_1	0	1
Chr_1	20000	3
Chr_1	60000	1
Chr_1	80000	2
Chr_1	100000	2
Chr_1	120000	1
Chr_1	140000	4
Chr_1	180000	3
Chr_1	200000	1
Chr_1	240000	3
Chr_1	280000	3
Chr_1	300000	2
Chr_1	320000	8
Chr_1	340000	4
Chr_1	360000	4
Chr_1	380000	1
Chr_1	420000	3
Chr_1	440000	2
Chr_1	460000	1
Chr_1	480000	3
Chr_1	500000	2
Chr_1	520000	1
Chr_1	540000	6
Chr_1	560000	3
Chr_1	580000	5
Chr_1	600000	4
Chr_1	620000	1
Chr_1	3540000	5
Chr_1	3560000	1
Chr_1	3580000	3
Chr_1	3600000	4
Chr_1	3620000	1
Chr_1	3640000	2
Chr_1	3660000	2
Chr_1	3680000	1
Chr_1	3700000	3
Chr_1	3720000	3
Chr_1	3740000	3
Chr_1	3760000	5
Chr_1	3780000	2
Chr_1	3820000	3
Chr_1	3840000	2
Chr_1	3880000	3
Chr_1	3900000	4
Chr_1	3920000	4
Chr_1	3940000	5
Chr_1	3960000	3
Chr_1	3980000	2
Chr_1	4000000	5
Chr_1	4020000	2
Chr_1	4040000	5
Chr_1	4060000	4
Chr_1	4080000	4
Chr_1	4100000	4
Chr_1	4120000	1
Chr_10	40000	1
Chr_10	60000	3
Chr_10	80000	5
Chr_10	100000	6
Chr_10	120000	3
Chr_10	140000	5
Chr_10	160000	1
Chr_10	200000	2
Chr_10	240000	1
Chr_10	260000	2
Chr_10	280000	3
Chr_10	320000	3
Chr_10	1920000	1
Chr_10	1940000	2
Chr_10	1960000	4
Chr_10	1980000	4
Chr_10	2000000	1
Chr_10	2020000	1
Chr_10	2040000	1
Chr_10	2060000	4
Chr_10	2080000	1
Chr_10	2100000	4
Chr_10	2120000	2
Chr_10	2140000	7
Chr_10	2160000	4
Chr_10	2180000	3
Chr_10	2200000	2
Chr_10	2220000	1
Chr_10	2240000	1
Chr_11	20000	4
Chr_11	40000	1
Chr_11	60000	2
Chr_11	80000	2
Chr_11	100000	3
Chr_11	120000	3
Chr_11	140000	2
Chr_11	160000	2
Chr_11	180000	2
Chr_11	200000	2
Chr_11	220000	3
Chr_11	240000	4
Chr_11	260000	3
Chr_11	280000	5
Chr_11	1680000	1
Chr_11	1700000	2
Chr_11	1720000	2
Chr_11	1740000	3
Chr_11	1760000	3
Chr_11	1800000	2
Chr_11	1820000	1
Chr_11	1840000	1
Chr_11	1860000	2
Chr_11	1880000	2
Chr_11	1900000	2
Chr_11	1920000	2
Chr_11	1940000	1
Chr_12	0	2
Chr_12	20000	1
Chr_12	40000	4
Chr_12	60000	2
Chr_12	80000	2
Chr_12	100000	4
Chr_12	120000	2
Chr_12	140000	1
Chr_12	160000	2
Chr_12	180000	2
Chr_12	200000	2
Chr_12	220000	2
Chr_12	240000	2
Chr_12	300000	7
Chr_12	1800000	2
Chr_12	1820000	1
Chr_12	1840000	3
Chr_12	1860000	3
Chr_12	1880000	2
Chr_12	1900000	7
Chr_12	1920000	3
Chr_12	1980000	1
Chr_12	2000000	2
Chr_12	2020000	1
Chr_12	2040000	3
Chr_12	2060000	2
Chr_12	2080000	3
Chr_13	0	5
Chr_13	20000	1
Chr_13	40000	1
Chr_13	60000	2
Chr_13	80000	1
Chr_13	120000	1
Chr_13	140000	5
Chr_13	860000	3
Chr_13	880000	2
Chr_13	900000	2
Chr_13	940000	2
Chr_13	960000	1
Chr_13	980000	1
Chr_2	20000	1
Chr_2	40000	2
Chr_2	60000	2
Chr_2	100000	1
Chr_2	140000	2
Chr_2	180000	1
Chr_2	200000	1
Chr_2	240000	3
Chr_2	260000	1
Chr_2	320000	3
Chr_2	340000	2
Chr_2	360000	1
Chr_2	380000	1
Chr_2	400000	2
Chr_2	420000	2
Chr_2	440000	4
Chr_2	480000	1
Chr_2	500000	1
Chr_2	520000	3
Chr_2	540000	5
Chr_2	560000	3
Chr_2	3200000	1
Chr_2	3220000	2
Chr_2	3240000	4
Chr_2	3260000	4
Chr_2	3280000	3
Chr_2	3300000	3
Chr_2	3360000	3
Chr_2	3400000	3
Chr_2	3420000	4
Chr_2	3440000	4
Chr_2	3460000	4
Chr_2	3480000	3
Chr_2	3520000	4
Chr_2	3540000	4
Chr_2	3560000	2
Chr_2	3580000	5
Chr_2	3600000	5
Chr_2	3620000	2
Chr_2	3640000	3
