#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00369	Chr_5	1732826	1733830	KR	1
CC1G_01351	Chr_5	2240602	2242194	KR	1
CC1G_01796	Chr_1	2576964	2577953	KR	1
CC1G_01876	Chr_1	2758172	2759385	KR	1
CC1G_01917	Chr_3	1571504	1572992	KR	1
CC1G_02203	Chr_10	1914235	1915562	KR	1
CC1G_02976	Chr_8	1446303	1447436	KR	1
CC1G_03858	Chr_2	2422481	2423618	KR	1
CC1G_04263	Chr_2	1574623	1575748	KR	1
CC1G_04873	Chr_2	3515458	3516347	KR	1
CC1G_05835	Chr_12	302849	304040	KR	1
CC1G_05873	Chr_12	406259	413214	KR	1
CC1G_06396	Chr_4	2029042	2031531	KR	1
CC1G_10895	Chr_11	1199660	1201445	KR	1
CC1G_11040	Chr_10	849805	851002	KR	1
CC1G_11331	Chr_11	1277902	1279500	KR	1
CC1G_13586	Chr_1	703321	704552	KR	1
CC1G_15045	Chr_8	1800419	1803433	KR	1
CC1G_15600	Chr_6	1500686	1501872	KR	1
CC1G_15811	U355	2892	4120	KR	1
