#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00331	Chr_5	1627343	1638269	TPR_1	1
CC1G_00449	Chr_5	1933536	1935804	TPR_1	5
CC1G_00558	Chr_1	3236281	3238370	TPR_1	3
CC1G_00559	Chr_1	3238705	3240832	TPR_1	2
CC1G_00560	Chr_1	3241279	3243495	TPR_1	3
CC1G_01977	Chr_3	1728710	1731118	TPR_1	2
CC1G_03915	Chr_2	2556113	2559022	TPR_1	3
CC1G_03957	Chr_7	519305	521752	TPR_1	3
CC1G_04484	Chr_3	948110	950784	TPR_1	3
CC1G_04559	Chr_3	1151216	1153557	TPR_1	4
CC1G_04795	Chr_13	811762	814120	TPR_1	4
CC1G_05047	Chr_8	1915498	1917216	TPR_1	2
CC1G_05736	Chr_7	2218279	2219414	TPR_1	1
CC1G_06280	Chr_4	1713195	1716091	TPR_1	2
CC1G_07051	Chr_4	2266237	2267245	TPR_1	1
CC1G_07214	Chr_6	1977981	1981417	TPR_1	1
CC1G_07882	Chr_5	3040050	3042916	TPR_1	1
CC1G_08637	Chr_1	1029265	1033051	TPR_1	7
CC1G_08881	Chr_5	159085	160981	TPR_1	2
CC1G_10288	Chr_1	1393191	1394500	TPR_1	2
CC1G_11093	Chr_5	469350	470287	TPR_1	1
CC1G_11456	Chr_6	842192	843665	TPR_1	1
CC1G_12481	Chr_6	784360	785506	TPR_1	1
CC1G_12639	Chr_3	2491549	2493878	TPR_1	2
CC1G_12852	Chr_4	91393	92911	TPR_1	1
CC1G_13400	Chr_12	736459	737729	TPR_1	1
CC1G_14188	Chr_3	1820863	1822976	TPR_1	2
CC1G_14222	Chr_3	2099943	2105018	TPR_1	3
CC1G_14331	Chr_4	555381	557912	TPR_1	1
CC1G_14669	Chr_5	2087104	2089404	TPR_1	1
CC1G_15695	Chr_11	938262	941190	TPR_1	1
