#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00121	Chr_5	1150473	1152979	p450	1
CC1G_00122	Chr_5	1153429	1155959	p450	1
CC1G_00790	Chr_7	1036096	1038522	p450	1
CC1G_01274	Chr_5	2047746	2049632	p450	1
CC1G_01302	Chr_5	2107432	2109439	p450	1
CC1G_01582	Chr_10	371524	373709	p450	1
CC1G_01583	Chr_10	374529	376674	p450	1
CC1G_01584	Chr_10	377157	379315	p450	1
CC1G_01585	Chr_10	380038	382265	p450	1
CC1G_01599	Chr_10	438007	440157	p450	1
CC1G_01619	Chr_10	503604	505762	p450	1
CC1G_01620	Chr_10	506617	508764	p450	1
CC1G_01621	Chr_10	509789	512120	p450	1
CC1G_01622	Chr_10	514089	516273	p450	1
CC1G_01638	Chr_10	555616	557740	p450	1
CC1G_01643	Chr_10	568487	570668	p450	1
CC1G_01671	Chr_1	2256928	2258741	p450	1
CC1G_01916	Chr_3	1567839	1570421	p450	1
CC1G_02050	Chr_3	1922524	1925026	p450	1
CC1G_02237	Chr_10	1996983	1999279	p450	1
CC1G_02244	Chr_10	2025800	2028115	p450	1
CC1G_02432	Chr_9	790387	792847	p450	1
CC1G_02490	Chr_9	946417	948190	p450	1
CC1G_02506	Chr_9	995344	997219	p450	1
CC1G_02507	Chr_9	997713	999752	p450	1
CC1G_02508	Chr_9	1000309	1002466	p450	1
CC1G_02512	Chr_9	1011766	1014081	p450	1
CC1G_02813	Chr_1	290377	292782	p450	1
CC1G_02843	Chr_1	360639	362699	p450	1
CC1G_02881	Chr_1	475704	477836	p450	1
CC1G_03562	Chr_9	1833090	1835168	p450	1
CC1G_03564	Chr_9	1838416	1840527	p450	1
CC1G_03738	Chr_1	2147317	2149362	p450	1
CC1G_04037	Chr_7	757428	759464	p450	1
CC1G_04749	Chr_13	674855	677382	p450	1
CC1G_04797	Chr_13	819039	821396	p450	1
CC1G_04866	Chr_2	3499707	3501443	p450	1
CC1G_05210	Chr_11	738295	740509	p450	1
CC1G_05214	Chr_11	747088	749308	p450	1
CC1G_05244	Chr_11	837134	839049	p450	1
CC1G_05306	Chr_11	1004128	1006714	p450	1
CC1G_05408	Chr_8	237239	239296	p450	1
CC1G_05409	Chr_8	239809	242227	p450	1
CC1G_05498	Chr_11	1471157	1473499	p450	1
CC1G_05620	Chr_13	193539	196026	p450	1
CC1G_05628	Chr_13	218051	219157	p450	1
CC1G_05781	Chr_12	148912	150823	p450	1
CC1G_05985	Chr_3	205499	207728	p450	1
CC1G_06073	Chr_2	2935210	2938479	p450	1
CC1G_06100	Chr_2	3006440	3008539	p450	1
CC1G_06133	Chr_2	3101532	3103689	p450	1
CC1G_06137	Chr_2	3109991	3111849	p450	1
CC1G_06138	Chr_2	3113143	3115244	p450	1
CC1G_06140	Chr_2	3117808	3120251	p450	1
CC1G_06332	Chr_4	1839393	1841896	p450	1
CC1G_06334	Chr_4	1845335	1847827	p450	1
CC1G_06525	Chr_12	1465605	1467814	p450	1
CC1G_06640	Chr_5	368687	371066	p450	1
CC1G_06649	Chr_5	340439	343024	p450	1
CC1G_06787	Chr_1	1813572	1815773	p450	1
CC1G_06814	Chr_3	2266094	2268221	p450	1
CC1G_07605	Chr_4	2616752	2618831	p450	1
CC1G_07782	Chr_12	1822020	1824607	p450	1
CC1G_07818	Chr_4	1149804	1151968	p450	1
CC1G_07897	Chr_5	3087478	3089442	p450	1
CC1G_08027	Chr_8	448376	450936	p450	1
CC1G_08038	Chr_8	482625	484960	p450	1
CC1G_08039	Chr_8	485496	487796	p450	1
CC1G_08161	Chr_5	2681957	2683892	p450	1
CC1G_08233	Chr_5	521935	524325	p450	1
CC1G_08364	Chr_7	2461830	2463783	p450	1
CC1G_08741	Chr_10	954433	956773	p450	1
CC1G_08750	Chr_10	975642	977516	p450	1
CC1G_08836	Chr_5	2883251	2885100	p450	1
CC1G_08945	Chr_11	1918987	1921181	p450	1
CC1G_09107	Chr_10	1062117	1064408	p450	1
CC1G_09160	Chr_2	2802979	2805317	p450	1
CC1G_09431	Chr_10	704080	706406	p450	1
CC1G_09662	Chr_11	504189	505742	p450	1
CC1G_09664	Chr_11	509025	510575	p450	1
CC1G_09703	Chr_10	1222178	1224227	p450	1
CC1G_09782	Chr_12	743953	746312	p450	1
CC1G_09889	Chr_7	872001	873482	p450	1
CC1G_10323	Chr_6	1074547	1078939	p450	1
CC1G_10384	Chr_2	3231729	3233696	p450	1
CC1G_10385	Chr_2	3236649	3238809	p450	1
CC1G_10386	Chr_2	3239154	3241401	p450	1
CC1G_10392	Chr_2	3252220	3254025	p450	1
CC1G_10408	Chr_2	3288729	3290908	p450	1
CC1G_10409	Chr_2	3291364	3293506	p450	1
CC1G_10429	Chr_7	418749	420288	p450	1
CC1G_10699	Chr_2	396434	398541	p450	1
CC1G_10747	Chr_4	812959	815031	p450	1
CC1G_10751	Chr_4	822129	824209	p450	1
CC1G_10879	Chr_10	2177727	2180067	p450	1
CC1G_11027	Chr_10	816401	818709	p450	1
CC1G_11060	Chr_9	1555942	1558103	p450	1
CC1G_11080	Chr_9	1597713	1599691	p450	1
CC1G_11452	Chr_6	833094	835234	p450	1
CC1G_11454	Chr_6	836414	838146	p450	1
CC1G_11455	Chr_6	838656	841134	p450	1
CC1G_11659	Chr_4	1077963	1080380	p450	1
CC1G_11667	Chr_4	1095764	1097304	p450	1
CC1G_12161	Chr_1	537518	539674	p450	1
CC1G_12229	Chr_7	2329908	2332354	p450	1
CC1G_12233	Chr_13	327965	329916	p450	1
CC1G_12391	Chr_12	519253	521516	p450	1
CC1G_12495	Chr_4	918353	920455	p450	1
CC1G_12498	Chr_4	928569	930671	p450	1
CC1G_12502	Chr_2	3166270	3167645	p450	1
CC1G_12513	Chr_2	3192850	3195030	p450	1
CC1G_12514	Chr_2	3195543	3197643	p450	1
CC1G_12570	Chr_4	2238265	2240579	p450	1
CC1G_14012	Chr_2	3105269	3107145	p450	1
CC1G_14014	Chr_2	3107961	3109458	p450	1
CC1G_14347	Chr_4	920880	922967	p450	1
CC1G_14543	Chr_5	314909	317147	p450	1
CC1G_14955	Chr_8	442284	444653	p450	1
CC1G_14956	Chr_8	445196	447499	p450	1
CC1G_15166	Chr_9	992032	994190	p450	1
CC1G_15390	Chr_12	396916	399453	p450	1
CC1G_15555	Chr_6	777554	780306	p450	1
CC1G_15700	Chr_11	1014737	1017278	p450	1
CC1G_15703	Chr_11	1072045	1074625	p450	1
CC1G_15732	Chr_11	1561085	1563612	p450	1
