#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_03516	Chr_9	1714615	1719217	C2	4
CC1G_03612	Chr_9	1964316	1965852	C2	1
CC1G_03837	Chr_2	2364060	2367186	C2	1
CC1G_07069	Chr_4	2329685	2331421	C2	1
CC1G_07156	Chr_8	991175	994022	C2	1
CC1G_07213	Chr_6	1981859	1985416	C2	1
CC1G_09043	Chr_4	601465	602653	C2	1
CC1G_09044	Chr_4	603135	607625	C2	1
CC1G_09109	Chr_10	1068891	1073683	C2	1
CC1G_09463	Chr_6	1706480	1710113	C2	1
CC1G_10298	Chr_1	1421812	1426898	C2	5
CC1G_13624	Chr_1	1317975	1321597	C2	1
CC1G_14663	Chr_5	1986294	1988377	C2	1
