#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00081	Chr_5	1066878	1069386	Pkinase	1
CC1G_00112	Chr_5	1136629	1138296	Pkinase	1
CC1G_00304	Chr_5	1560456	1562718	Pkinase	1
CC1G_00325	Chr_5	1615706	1617693	Pkinase	1
CC1G_00400	Chr_5	1803330	1804668	Pkinase	1
CC1G_00577	Chr_1	3283985	3285794	Pkinase	1
CC1G_00594	Chr_1	3332466	3334477	Pkinase	1
CC1G_00654	Chr_1	3485284	3489612	Pkinase	1
CC1G_00840	Chr_7	1200274	1202983	Pkinase	1
CC1G_00852	Chr_7	1239924	1245472	Pkinase	1
CC1G_00855	Chr_7	1253985	1255917	Pkinase	1
CC1G_00923	Chr_7	1452004	1454890	Pkinase	1
CC1G_00997	Chr_7	1632600	1634094	Pkinase	1
CC1G_01089	Chr_2	920686	922301	Pkinase	1
CC1G_01170	Chr_2	1115760	1117717	Pkinase	1
CC1G_01227	Chr_2	1237667	1241040	Pkinase	1
CC1G_01261	Chr_5	2013160	2016141	Pkinase	1
CC1G_01467	Chr_5	2531627	2534138	Pkinase	1
CC1G_01579	Chr_10	366647	367864	Pkinase	1
CC1G_01961	Chr_3	1681094	1684853	Pkinase	1
CC1G_01983	Chr_3	1746054	1747725	Pkinase	1
CC1G_01990	Chr_3	1763772	1767271	Pkinase	1
CC1G_02007	Chr_3	1811098	1812907	Pkinase	1
CC1G_02059	Chr_3	1943989	1947101	Pkinase	1
CC1G_02087	Chr_10	1620864	1623735	Pkinase	1
CC1G_02205	Chr_10	1922534	1924105	Pkinase	1
CC1G_02232	Chr_10	1983717	1988279	Pkinase	1
CC1G_02503	Chr_9	982070	985518	Pkinase	1
CC1G_02698	Chr_4	434789	439117	Pkinase	1
CC1G_02703	Chr_4	449849	451316	Pkinase	1
CC1G_02719	Chr_4	506366	508094	Pkinase	1
CC1G_02807	Chr_1	274171	280171	Pkinase	1
CC1G_02812	Chr_1	287164	289314	Pkinase	1
CC1G_02847	Chr_1	372673	373908	Pkinase	1
CC1G_02900	Chr_8	1209157	1213503	Pkinase	1
CC1G_03026	Chr_8	1586598	1588775	Pkinase	1
CC1G_03033	Chr_8	1605371	1608766	Pkinase	1
CC1G_03330	Chr_3	2888284	2889369	Pkinase	1
CC1G_03368	Chr_8	636290	638359	Pkinase	1
CC1G_03393	Chr_8	704779	708120	Pkinase	1
CC1G_03450	Chr_8	857084	859171	Pkinase	1
CC1G_03607	Chr_9	1948724	1951781	Pkinase	1
CC1G_03633	Chr_1	1904669	1906299	Pkinase	1
CC1G_03659	Chr_1	1962378	1963947	Pkinase	1
CC1G_03767	Chr_1	2210148	2211644	Pkinase	1
CC1G_03802	Chr_2	2285218	2286950	Pkinase	1
CC1G_04175	Chr_4	3552161	3554845	Pkinase	1
CC1G_04354	Chr_1	717103	720219	Pkinase	1
CC1G_04356	Chr_1	727349	729534	Pkinase	1
CC1G_04357	Chr_1	730415	732377	Pkinase	1
CC1G_04381	Chr_1	799326	801696	Pkinase	1
CC1G_04406	Chr_1	872893	874831	Pkinase	1
CC1G_04466	Chr_3	897959	899461	Pkinase	1
CC1G_04709	Chr_13	565218	566424	Pkinase	1
CC1G_04741	Chr_13	654305	656899	Pkinase	1
CC1G_04803	Chr_13	839400	840977	Pkinase	1
CC1G_04865	Chr_2	3495836	3498095	Pkinase	1
CC1G_04899	Chr_2	3577254	3579570	Pkinase	1
CC1G_05008	Chr_8	1792731	1797803	Pkinase	1
CC1G_05064	Chr_8	1966412	1967421	Pkinase	1
CC1G_05159	Chr_2	2011137	2014312	Pkinase	1
CC1G_05183	Chr_2	2069404	2070886	Pkinase	1
CC1G_05421	Chr_8	276149	277580	Pkinase	1
CC1G_05630	Chr_13	222189	223622	Pkinase	1
CC1G_05652	Chr_13	282690	283964	Pkinase	1
CC1G_05850	Chr_12	339937	341869	Pkinase	1
CC1G_06183	Chr_4	2812088	2813900	Pkinase	1
CC1G_06188	Chr_4	2830876	2832293	Pkinase	1
CC1G_06370	Chr_4	1955214	1956918	Pkinase	1
CC1G_06373	Chr_4	1965537	1967682	Pkinase	1
CC1G_06417	Chr_4	2079430	2081414	Pkinase	1
CC1G_06600	Chr_1	2916481	2920591	Pkinase	1
CC1G_06627	Chr_1	2988948	2990216	Pkinase	1
CC1G_06674	Chr_5	273557	275053	Pkinase	1
CC1G_06676	Chr_5	267091	268465	Pkinase	1
CC1G_06743	Chr_1	1725443	1727354	Pkinase	1
CC1G_06911	Chr_6	561829	564055	Pkinase	1
CC1G_06931	Chr_6	619818	623577	Pkinase	1
CC1G_07078	Chr_4	2350375	2354177	Pkinase	1
CC1G_07108	Chr_4	2436994	2438579	Pkinase	1
CC1G_07180	Chr_8	1072714	1075424	Pkinase	1
CC1G_07190	Chr_8	1090927	1094885	Pkinase	1
CC1G_07309	Chr_12	1606699	1609627	Pkinase	1
CC1G_07362	Chr_3	1996018	1999389	Pkinase	1
CC1G_07437	Chr_9	450489	453632	Pkinase	1
CC1G_07620	Chr_9	1350805	1352352	Pkinase	1
CC1G_07625	Chr_9	1363800	1365853	Pkinase	1
CC1G_07751	Chr_12	1732519	1733857	Pkinase	1
CC1G_07875	Chr_4	1309200	1312120	Pkinase	1
CC1G_07887	Chr_5	3054584	3056325	Pkinase	1
CC1G_08662	Chr_6	399345	401242	Pkinase	1
CC1G_08690	Chr_6	482164	484717	Pkinase	1
CC1G_08691	Chr_6	484940	490783	Pkinase	1
CC1G_08740	Chr_10	948981	953061	Pkinase	1
CC1G_08833	Chr_5	2873453	2875814	Pkinase	1
CC1G_09103	Chr_10	1044835	1047825	Pkinase	1
CC1G_09141	Chr_2	2759129	2761693	Pkinase	1
CC1G_09319	Chr_3	1240512	1242799	Pkinase	1
CC1G_09329	Chr_3	1267777	1269476	Pkinase	1
CC1G_09362	Chr_9	262767	264906	Pkinase	1
CC1G_09368	Chr_9	279098	281557	Pkinase	1
CC1G_09389	Chr_9	339587	341994	Pkinase	1
CC1G_09415	Chr_10	658189	663787	Pkinase	1
CC1G_09729	Chr_10	1301814	1303839	Pkinase	1
CC1G_09916	Chr_12	1213747	1215848	Pkinase	1
CC1G_10117	Chr_1	3844396	3846743	Pkinase	1
CC1G_10232	Chr_12	1973672	1976492	Pkinase	1
CC1G_10260	Chr_1	1326562	1329585	Pkinase	1
CC1G_10513	Chr_1	1451152	1455798	Pkinase	1
CC1G_10524	Chr_1	1485891	1488680	Pkinase	1
CC1G_10655	Chr_5	2829765	2831584	Pkinase	1
CC1G_11298	Chr_1	1601169	1604256	Pkinase	1
CC1G_11325	Chr_11	1289692	1292587	Pkinase	1
CC1G_11356	Chr_11	211919	214717	Pkinase	1
