#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00434	Chr_5	1892903	1894337	Methyltransf_11	1
CC1G_00498	Chr_1	3079371	3080904	Methyltransf_11	1
CC1G_00499	Chr_1	3082733	3084181	Methyltransf_11	1
CC1G_00792	Chr_7	1044844	1046607	Methyltransf_11	1
CC1G_00829	Chr_7	1164007	1165024	Methyltransf_11	1
CC1G_01021	Chr_2	742982	744786	Methyltransf_11	1
CC1G_01180	Chr_2	1137910	1139043	Methyltransf_11	1
CC1G_01401	Chr_5	2353338	2354777	Methyltransf_11	1
CC1G_01598	Chr_10	435639	436892	Methyltransf_11	1
CC1G_01626	Chr_10	525853	527151	Methyltransf_11	1
CC1G_02451	Chr_9	845009	846818	Methyltransf_11	1
CC1G_02957	Chr_8	1368457	1369498	Methyltransf_11	1
CC1G_03262	Chr_3	2698179	2699731	Methyltransf_11	1
CC1G_03287	Chr_3	2759743	2761406	Methyltransf_11	1
CC1G_03403	Chr_8	737296	739376	Methyltransf_11	1
CC1G_03437	Chr_8	817821	822342	Methyltransf_11	1
CC1G_03472	Chr_8	905913	906996	Methyltransf_11	1
CC1G_03838	Chr_2	2367430	2369449	Methyltransf_11	1
CC1G_04345	Chr_1	696635	697558	Methyltransf_11	1
CC1G_05622	Chr_13	198716	199725	Methyltransf_11	1
CC1G_05915	Chr_7	2637550	2641385	Methyltransf_11	1
CC1G_06069	Chr_2	2924898	2925766	Methyltransf_11	1
CC1G_06149	Chr_2	3135085	3136403	Methyltransf_11	1
CC1G_06580	Chr_1	2874134	2875786	Methyltransf_11	1
CC1G_06613	Chr_1	2947067	2950521	Methyltransf_11	1
CC1G_07293	Chr_12	1565874	1567046	Methyltransf_11	1
CC1G_07728	Chr_9	1291065	1292334	Methyltransf_11	1
CC1G_07982	Chr_13	498356	499211	Methyltransf_11	1
CC1G_08334	Chr_7	2388895	2389820	Methyltransf_11	1
CC1G_08993	Chr_7	1660804	1661895	Methyltransf_11	1
CC1G_11387	Chr_5	828803	830827	Methyltransf_11	1
CC1G_11774	Chr_12	2061488	2062371	Methyltransf_11	1
CC1G_13903	Chr_2	1388748	1394579	Methyltransf_11	1
CC1G_14004	Chr_2	2974747	2977252	Methyltransf_11	1
CC1G_15133	Chr_9	437131	438118	Methyltransf_11	1
CC1G_15559	Chr_6	856121	856940	Methyltransf_11	1
CC1G_15733	Chr_11	1570403	1571331	Methyltransf_11	1
