#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00631	Chr_1	3428869	3433359	Cyt-b5	1
CC1G_01282	Chr_5	2062873	2064134	Cyt-b5	1
CC1G_02036	Chr_3	1890451	1892416	Cyt-b5	1
CC1G_03635	Chr_1	1909645	1911920	Cyt-b5	1
CC1G_04765	Chr_13	734837	735582	Cyt-b5	1
CC1G_04964	Chr_8	1695360	1695833	Cyt-b5	1
CC1G_04965	Chr_8	1696210	1696686	Cyt-b5	1
CC1G_06402	Chr_4	2041851	2044843	Cyt-b5	1
CC1G_06403	Chr_4	2045179	2047205	Cyt-b5	1
CC1G_06408	Chr_4	2057577	2059977	Cyt-b5	1
CC1G_06899	Chr_3	2459589	2462045	Cyt-b5	1
CC1G_07230	Chr_6	1922619	1925969	Cyt-b5	1
CC1G_07400	Chr_3	2094050	2097659	Cyt-b5	1
CC1G_08167	Chr_5	2704676	2705370	Cyt-b5	1
CC1G_09942	Chr_5	755805	757904	Cyt-b5	1
CC1G_10160	Chr_7	33005	33765	Cyt-b5	1
CC1G_10534	Chr_1	1507441	1509261	Cyt-b5	1
CC1G_10992	Chr_5	3325020	3332622	Cyt-b5	1
CC1G_11270	Chr_6	1580994	1588050	Cyt-b5	1
CC1G_11588	Chr_12	976468	977553	Cyt-b5	1
CC1G_12370	Chr_4	1472088	1472987	Cyt-b5	1
CC1G_15692	Chr_11	911429	912741	Cyt-b5	1
CC1G_15704	Chr_11	1075260	1083931	Cyt-b5	1
