#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_03645	Chr_1	1930370	1931611	Cyclin_N	1
CC1G_03670	Chr_1	1989800	1991300	Cyclin_N	1
CC1G_04270	Chr_2	1590571	1591941	Cyclin_N	1
CC1G_04329	Chr_1	631246	634583	Cyclin_N	1
CC1G_05305	Chr_11	1000855	1002607	Cyclin_N	1
CC1G_05320	Chr_11	1041503	1043593	Cyclin_N	1
CC1G_06024	Chr_3	309013	309964	Cyclin_N	1
CC1G_06397	Chr_4	2032276	2034015	Cyclin_N	1
CC1G_07151	Chr_8	982670	984149	Cyclin_N	1
CC1G_09963	Chr_5	695537	697658	Cyclin_N	1
CC1G_10094	Chr_2	505535	506913	Cyclin_N	1
CC1G_12099	Chr_3	1373218	1374792	Cyclin_N	1
