#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00173	Chr_5	1262053	1262529	RRM_1	1
CC1G_00261	Chr_5	1448824	1449573	RRM_1	1
CC1G_00345	Chr_5	1678860	1679666	RRM_1	1
CC1G_00465	Chr_5	1971278	1973166	RRM_1	2
CC1G_00494	Chr_1	3069823	3072531	RRM_1	1
CC1G_01109	Chr_2	967062	968480	RRM_1	2
CC1G_01254	Chr_5	1999397	2000611	RRM_1	2
CC1G_01390	Chr_5	2332384	2333075	RRM_1	1
CC1G_01410	Chr_5	2382471	2385437	RRM_1	1
CC1G_01457	Chr_5	2499455	2500629	RRM_1	1
CC1G_01591	Chr_10	399284	401978	RRM_1	1
CC1G_01689	Chr_1	2297308	2299164	RRM_1	1
CC1G_01786	Chr_1	2557817	2558980	RRM_1	1
CC1G_01806	Chr_1	2597095	2600714	RRM_1	1
CC1G_01976	Chr_3	1725208	1727906	RRM_1	1
CC1G_02157	Chr_10	1792749	1795722	RRM_1	5
CC1G_02454	Chr_9	853796	854733	RRM_1	1
CC1G_02548	Chr_9	1116069	1117793	RRM_1	2
CC1G_02897	Chr_8	1196167	1198316	RRM_1	1
CC1G_02939	Chr_8	1325212	1329519	RRM_1	3
CC1G_02958	Chr_8	1370344	1371492	RRM_1	1
CC1G_03406	Chr_8	743049	745238	RRM_1	1
CC1G_03580	Chr_9	1876987	1879809	RRM_1	2
CC1G_03581	Chr_9	1880595	1881994	RRM_1	1
CC1G_03708	Chr_1	2078643	2080174	RRM_1	3
CC1G_04203	Chr_2	1414175	1416496	RRM_1	4
CC1G_05086	Chr_2	1813684	1817876	RRM_1	1
CC1G_05181	Chr_2	2065045	2066900	RRM_1	1
CC1G_06273	Chr_4	1696128	1697575	RRM_1	1
CC1G_06533	Chr_12	1493055	1496397	RRM_1	3
CC1G_06631	Chr_5	394455	396605	RRM_1	2
CC1G_06834	Chr_3	2309206	2311451	RRM_1	3
CC1G_07391	Chr_3	2068458	2069474	RRM_1	1
CC1G_07430	Chr_9	420619	424192	RRM_1	3
CC1G_07621	Chr_9	1353342	1355071	RRM_1	1
CC1G_07706	Chr_9	1227650	1233020	RRM_1	2
CC1G_07727	Chr_9	1288754	1290452	RRM_1	1
CC1G_07830	Chr_4	1174900	1176213	RRM_1	1
CC1G_08159	Chr_5	2672528	2674446	RRM_1	1
CC1G_08212	Chr_5	571917	572978	RRM_1	1
CC1G_08323	Chr_7	2358555	2359274	RRM_1	1
CC1G_08852	Chr_5	2936031	2938664	RRM_1	2
CC1G_09016	Chr_7	1719876	1724413	RRM_1	1
CC1G_09032	Chr_7	1770714	1772939	RRM_1	2
CC1G_09728	Chr_10	1299489	1301450	RRM_1	2
CC1G_09998	Chr_9	2426980	2428045	RRM_1	2
CC1G_10051	Chr_4	2702170	2703366	RRM_1	1
CC1G_10837	Chr_2	2728524	2729759	RRM_1	2
CC1G_10919	Chr_4	1558463	1560288	RRM_1	1
CC1G_10966	Chr_11	663851	668741	RRM_1	1
CC1G_11042	Chr_10	854000	854943	RRM_1	1
CC1G_11608	Chr_11	1096660	1100385	RRM_1	1
CC1G_12379	Chr_4	1495162	1496525	RRM_1	1
CC1G_13622	Chr_1	1306743	1309072	RRM_1	3
CC1G_13772	Chr_1	3710173	3711096	RRM_1	1
CC1G_13963	Chr_2	2299431	2303630	RRM_1	2
CC1G_14585	Chr_5	1083316	1084213	RRM_1	1
CC1G_14612	Chr_5	1367741	1369203	RRM_1	2
CC1G_15276	Chr_10	667386	668723	RRM_1	1
CC1G_15434	Chr_12	1220868	1222943	RRM_1	1
CC1G_15535	Chr_6	507665	512881	RRM_1	1
CC1G_15655	Chr_11	375195	376345	RRM_1	1
