#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00096	Chr_5	1103198	1103661	LSM	1
CC1G_00108	Chr_5	1130301	1130641	LSM	1
CC1G_01381	Chr_5	2311907	2312355	LSM	1
CC1G_01502	Chr_10	121061	121504	LSM	1
CC1G_03551	Chr_9	1804120	1804503	LSM	1
CC1G_03667	Chr_1	1977497	1978104	LSM	1
CC1G_04557	Chr_3	1143892	1145156	LSM	1
CC1G_04648	Chr_3	707141	707803	LSM	1
CC1G_05666	Chr_7	2025519	2026184	LSM	1
CC1G_06738	Chr_1	1713341	1713792	LSM	1
CC1G_08522	Chr_9	2224479	2225211	LSM	1
CC1G_09105	Chr_10	1055308	1055736	LSM	1
CC1G_10275	Chr_1	1362722	1363239	LSM	1
CC1G_13677	Chr_1	2181730	2182207	LSM	1
