#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00288	Chr_5	1515907	1518803	AMP-binding	1
CC1G_00323	Chr_5	1611552	1614407	AMP-binding	1
CC1G_01566	Chr_10	312546	314941	AMP-binding	1
CC1G_01568	Chr_10	320550	322824	AMP-binding	1
CC1G_01573	Chr_10	350190	352009	AMP-binding	1
CC1G_01774	Chr_1	2530164	2532728	AMP-binding	1
CC1G_01890	Chr_3	1502384	1505395	AMP-binding	1
CC1G_01956	Chr_3	1668080	1670370	AMP-binding	1
CC1G_02870	Chr_1	432470	434502	AMP-binding	1
CC1G_03009	Chr_8	1530619	1534717	AMP-binding	1
CC1G_03655	Chr_1	1950721	1953459	AMP-binding	1
CC1G_03811	Chr_2	2309693	2311716	AMP-binding	1
CC1G_04210	Chr_2	1431235	1439190	AMP-binding	1
CC1G_04522	Chr_3	1042518	1045703	AMP-binding	1
CC1G_05018	Chr_8	1817658	1820421	AMP-binding	1
CC1G_05019	Chr_8	1821240	1824650	AMP-binding	1
CC1G_05054	Chr_8	1939909	1942657	AMP-binding	1
CC1G_05257	Chr_11	868358	870677	AMP-binding	1
CC1G_05609	Chr_13	169060	170340	AMP-binding	1
CC1G_06115	Chr_2	3042336	3044720	AMP-binding	1
CC1G_06235	Chr_4	2947594	2951387	AMP-binding	1
CC1G_06250	Chr_4	2994506	2998258	AMP-binding	1
CC1G_08012	Chr_8	401741	403944	AMP-binding	1
CC1G_09467	Chr_6	1694737	1697204	AMP-binding	1
CC1G_09875	Chr_7	829865	835914	AMP-binding	1
CC1G_11231	Chr_1	1292185	1294870	AMP-binding	1
CC1G_12582	Chr_5	3226943	3229297	AMP-binding	1
CC1G_13699	Chr_1	2535477	2538184	AMP-binding	1
CC1G_13937	Chr_2	1875897	1878556	AMP-binding	1
CC1G_15694	Chr_11	933271	937996	AMP-binding	1
