#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00053	Chr_5	1001804	1002681	MMR_HSR1	1
CC1G_00149	Chr_5	1215618	1216454	MMR_HSR1	1
CC1G_00242	Chr_5	1414262	1418872	MMR_HSR1	1
CC1G_00269	Chr_5	1466719	1467534	MMR_HSR1	1
CC1G_00279	Chr_5	1492972	1494910	MMR_HSR1	1
CC1G_00397	Chr_5	1796902	1799299	MMR_HSR1	1
CC1G_00495	Chr_1	3072962	3073974	MMR_HSR1	1
CC1G_00516	Chr_1	3123296	3126207	MMR_HSR1	1
CC1G_00617	Chr_1	3389225	3391625	MMR_HSR1	1
CC1G_01037	Chr_2	784222	786165	MMR_HSR1	1
CC1G_01040	Chr_2	788907	789879	MMR_HSR1	1
CC1G_01153	Chr_2	1070809	1073607	MMR_HSR1	1
CC1G_01173	Chr_2	1127752	1128880	MMR_HSR1	1
CC1G_01199	Chr_2	1180963	1181877	MMR_HSR1	1
CC1G_01232	Chr_2	1253345	1254354	MMR_HSR1	1
CC1G_01696	Chr_1	2318298	2319777	MMR_HSR1	1
CC1G_01856	Chr_1	2713090	2715231	MMR_HSR1	1
CC1G_02360	Chr_3	3213024	3214339	MMR_HSR1	1
CC1G_02500	Chr_9	973435	975365	MMR_HSR1	1
CC1G_02620	Chr_4	247429	249660	MMR_HSR1	1
CC1G_02635	Chr_4	288171	289053	MMR_HSR1	1
CC1G_02636	Chr_4	289948	291039	MMR_HSR1	1
CC1G_02638	Chr_4	293421	294893	MMR_HSR1	1
CC1G_02651	Chr_4	323040	325966	MMR_HSR1	1
CC1G_02970	Chr_8	1420301	1424033	MMR_HSR1	1
CC1G_03098	Chr_8	2252350	2253250	MMR_HSR1	1
CC1G_03218	Chr_3	2589662	2591229	MMR_HSR1	1
CC1G_03230	Chr_3	2619235	2620342	MMR_HSR1	1
CC1G_03355	Chr_8	589632	592311	MMR_HSR1	1
CC1G_03457	Chr_8	873886	875057	MMR_HSR1	1
CC1G_03651	Chr_1	1941902	1942963	MMR_HSR1	1
CC1G_03701	Chr_1	2056034	2057682	MMR_HSR1	1
CC1G_03710	Chr_1	2081675	2082610	MMR_HSR1	1
CC1G_04008	Chr_7	658302	661424	MMR_HSR1	1
CC1G_04523	Chr_3	1046443	1049611	MMR_HSR1	1
CC1G_04608	Chr_3	596643	599659	MMR_HSR1	1
CC1G_04708	Chr_13	562800	564981	MMR_HSR1	1
CC1G_04721	Chr_13	605294	606243	MMR_HSR1	1
CC1G_04877	Chr_2	3526724	3527963	MMR_HSR1	1
CC1G_04972	Chr_8	1708354	1711309	MMR_HSR1	1
CC1G_04978	Chr_8	1725424	1727697	MMR_HSR1	1
CC1G_05097	Chr_2	1840772	1843796	MMR_HSR1	1
CC1G_05114	Chr_2	1896730	1897761	MMR_HSR1	1
CC1G_05993	Chr_3	223751	224704	MMR_HSR1	1
CC1G_06096	Chr_2	2999418	3000453	MMR_HSR1	1
CC1G_06286	Chr_4	1725858	1728938	MMR_HSR1	1
CC1G_06532	Chr_12	1486154	1492069	MMR_HSR1	1
CC1G_06744	Chr_1	1728054	1729815	MMR_HSR1	1
CC1G_06762	Chr_1	1758299	1760051	MMR_HSR1	1
CC1G_06818	Chr_3	2272823	2273676	MMR_HSR1	1
CC1G_06939	Chr_6	644952	646790	MMR_HSR1	1
