#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00176	Chr_5	1265994	1267599	DEAD	1
CC1G_00257	Chr_5	1441585	1443706	DEAD	1
CC1G_00312	Chr_5	1586077	1588267	DEAD	1
CC1G_00424	Chr_5	1862944	1868578	DEAD	1
CC1G_00430	Chr_5	1880944	1884504	DEAD	1
CC1G_00528	Chr_1	3150022	3154540	DEAD	1
CC1G_01117	Chr_2	988433	994666	DEAD	1
CC1G_02480	Chr_9	924335	925437	DEAD	1
CC1G_02631	Chr_4	280307	283089	DEAD	1
CC1G_02882	Chr_1	479779	483227	DEAD	1
CC1G_02978	Chr_8	1450605	1454540	DEAD	1
CC1G_03181	Chr_8	2478792	2486102	DEAD	1
CC1G_03191	Chr_3	2519181	2521891	DEAD	1
CC1G_03338	Chr_8	548582	552352	DEAD	1
CC1G_03362	Chr_8	618399	620962	DEAD	1
CC1G_03591	Chr_9	1907982	1911370	DEAD	1
CC1G_03631	Chr_1	1896712	1902143	DEAD	1
CC1G_03770	Chr_1	2222236	2224271	DEAD	1
CC1G_03774	Chr_1	2232196	2234338	DEAD	1
CC1G_04463	Chr_3	887061	889135	DEAD	1
CC1G_04465	Chr_3	891642	897146	DEAD	1
CC1G_04526	Chr_3	1054742	1056716	DEAD	1
CC1G_05158	Chr_2	2006658	2010943	DEAD	1
CC1G_05201	Chr_2	2107639	2109912	DEAD	1
CC1G_05518	Chr_11	1401940	1404217	DEAD	1
CC1G_05708	Chr_7	2145814	2148081	DEAD	1
CC1G_05790	Chr_12	176958	179207	DEAD	1
CC1G_06193	Chr_4	2842632	2845202	DEAD	1
CC1G_06213	Chr_4	2894179	2896866	DEAD	1
CC1G_06217	Chr_4	2901137	2904351	DEAD	1
CC1G_06434	Chr_4	2127532	2130835	DEAD	1
CC1G_06591	Chr_1	2896628	2900370	DEAD	1
CC1G_06717	Chr_1	1663898	1669025	DEAD	1
CC1G_06722	Chr_1	1679302	1681949	DEAD	1
CC1G_06853	Chr_3	2352520	2355583	DEAD	1
CC1G_06981	Chr_9	9322	15028	DEAD	1
CC1G_07448	Chr_9	488343	492467	DEAD	1
CC1G_07576	Chr_4	2525496	2528083	DEAD	1
CC1G_07577	Chr_4	2528363	2530341	DEAD	1
CC1G_08291	Chr_2	101141	102805	DEAD	1
CC1G_08317	Chr_7	2345708	2347837	DEAD	1
CC1G_08578	Chr_9	2035929	2037582	DEAD	1
CC1G_08618	Chr_1	961742	966291	DEAD	1
CC1G_08643	Chr_1	1055285	1057675	DEAD	1
CC1G_09245	Chr_11	1687722	1693256	DEAD	2
CC1G_09858	Chr_6	1011909	1014714	DEAD	1
CC1G_09925	Chr_12	1241401	1245103	DEAD	1
CC1G_10550	Chr_1	1537026	1539369	DEAD	1
CC1G_10586	Chr_2	604945	607191	DEAD	1
CC1G_11505	Chr_2	2604881	2606461	DEAD	1
CC1G_11755	Chr_2	2201523	2204330	DEAD	1
CC1G_11933	Chr_2	1736719	1739569	DEAD	1
CC1G_12010	Chr_1	1226873	1231812	DEAD	1
CC1G_12065	Chr_1	572151	573194	DEAD	1
CC1G_12869	Chr_5	10367	12088	DEAD	1
CC1G_13093	Chr_10	308	8364	DEAD	1
CC1G_13450	Chr_8	17926	21933	DEAD	1
CC1G_13522	U390	587	2508	DEAD	1
CC1G_13690	Chr_1	2352234	2354139	DEAD	1
CC1G_13734	Chr_1	3084272	3088992	DEAD	1
CC1G_13988	Chr_2	2741769	2746497	DEAD	1
CC1G_14067	Chr_3	191278	193642	DEAD	1
CC1G_14217	Chr_3	2037003	2041650	DEAD	1
CC1G_14381	Chr_4	1561720	1563261	DEAD	1
CC1G_14545	Chr_5	336487	338575	DEAD	1
CC1G_14618	Chr_5	1430582	1435083	DEAD	1
CC1G_14725	Chr_5	3075509	3081693	DEAD	1
CC1G_15741	Chr_11	1763194	1767005	DEAD	1
