#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00623	Chr_1	3402773	3405143	G-alpha	1
CC1G_01656	Chr_10	595193	598724	G-alpha	1
CC1G_02034	Chr_3	1883763	1886025	G-alpha	1
CC1G_02038	Chr_3	1895138	1897080	G-alpha	1
CC1G_02317	Chr_3	3101988	3104193	G-alpha	1
CC1G_02876	Chr_1	454728	456571	G-alpha	1
CC1G_05507	Chr_11	1438652	1441107	G-alpha	1
CC1G_07871	Chr_4	1291583	1293191	G-alpha	1
CC1G_07971	Chr_13	466628	468860	G-alpha	1
CC1G_08586	Chr_9	2060145	2062314	G-alpha	1
CC1G_09275	Chr_3	3542150	3543810	G-alpha	1
CC1G_10888	Chr_11	1217476	1219720	G-alpha	1
CC1G_11436	Chr_6	800127	802048	G-alpha	1
CC1G_12358	Chr_11	1658484	1660786	G-alpha	1
CC1G_13233	U357	5861	8343	G-alpha	1
CC1G_14055	Chr_3	31665	34107	G-alpha	1
