#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00636	Chr_1	3445276	3447546	COesterase	1
CC1G_01102	Chr_2	954144	956086	COesterase	1
CC1G_03408	Chr_8	750032	752338	COesterase	1
CC1G_03614	Chr_9	1967395	1970317	COesterase	1
CC1G_03615	Chr_9	1971150	1973487	COesterase	1
CC1G_03618	Chr_9	1980645	1983008	COesterase	1
CC1G_04474	Chr_3	919196	921054	COesterase	1
CC1G_05282	Chr_11	948922	951103	COesterase	1
CC1G_05995	Chr_3	228314	230565	COesterase	1
CC1G_07672	Chr_9	1493016	1495321	COesterase	1
CC1G_08580	Chr_9	2045516	2047978	COesterase	1
CC1G_08717	Chr_10	891863	893731	COesterase	1
CC1G_09522	Chr_6	1265813	1267652	COesterase	1
CC1G_10033	Chr_4	2659543	2661827	COesterase	1
CC1G_10055	Chr_4	2710934	2713225	COesterase	1
CC1G_10333	Chr_6	1102797	1105284	COesterase	1
CC1G_12510	Chr_2	3183251	3185601	COesterase	1
CC1G_12511	Chr_2	3186801	3189179	COesterase	1
CC1G_14797	Chr_7	862467	864552	COesterase	1
