#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01310	Chr_5	2123554	2125323	BBE	1
CC1G_01443	Chr_5	2467306	2469423	BBE	1
CC1G_04892	Chr_2	3546027	3548089	BBE	1
CC1G_04923	Chr_2	3639979	3642069	BBE	1
CC1G_05510	Chr_11	1426857	1429030	BBE	1
CC1G_05520	Chr_11	1395106	1397069	BBE	1
CC1G_06825	Chr_3	2291431	2294108	BBE	1
CC1G_08030	Chr_8	458381	461001	BBE	1
CC1G_08036	Chr_8	476703	479410	BBE	1
CC1G_08171	Chr_5	2712012	2713790	BBE	1
CC1G_09291	Chr_3	3588784	3590758	BBE	1
CC1G_09292	Chr_3	3591813	3593764	BBE	1
CC1G_10624	Chr_11	173395	175621	BBE	1
CC1G_10632	Chr_5	2766885	2768675	BBE	1
CC1G_10633	Chr_5	2768952	2770743	BBE	1
CC1G_11355	Chr_11	209646	211608	BBE	1
CC1G_12421	Chr_4	2211977	2213943	BBE	1
CC1G_13196	Chr_2	3738572	3740526	BBE	1
CC1G_15838	U427	1691	3073	BBE	1
