#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01230	Chr_2	1248375	1248893	Hydrophobin	1
CC1G_01505	Chr_10	128985	129487	Hydrophobin	1
CC1G_02173	Chr_10	1842105	1842589	Hydrophobin	1
CC1G_02174	Chr_10	1843813	1844260	Hydrophobin	1
CC1G_02181	Chr_10	1860806	1861267	Hydrophobin	1
CC1G_02182	Chr_10	1862274	1862752	Hydrophobin	1
CC1G_02183	Chr_10	1865040	1865487	Hydrophobin	1
CC1G_02184	Chr_10	1867634	1868085	Hydrophobin	1
CC1G_02185	Chr_10	1869091	1869527	Hydrophobin	1
CC1G_04060	Chr_4	3235273	3235743	Hydrophobin	1
CC1G_04061	Chr_4	3236613	3237340	Hydrophobin	1
CC1G_04754	Chr_13	688769	689310	Hydrophobin	1
CC1G_04843	Chr_2	3438027	3438495	Hydrophobin	1
CC1G_04875	Chr_2	3519960	3520265	Hydrophobin	1
CC1G_04893	Chr_2	3549333	3549812	Hydrophobin	1
CC1G_05161	Chr_2	2015897	2016587	Hydrophobin	1
CC1G_05732	Chr_7	2211976	2212483	Hydrophobin	1
CC1G_05739	Chr_7	2226271	2226729	Hydrophobin	1
CC1G_06082	Chr_2	2961633	2962089	Hydrophobin	1
CC1G_06086	Chr_2	2971093	2971561	Hydrophobin	1
CC1G_06114	Chr_2	3039408	3039873	Hydrophobin	1
CC1G_06484	Chr_12	1357054	1357513	Hydrophobin	1
CC1G_08314	Chr_2	162975	163372	Hydrophobin	1
CC1G_08363	Chr_7	2459346	2459799	Hydrophobin	1
CC1G_09158	Chr_2	2798740	2799200	Hydrophobin	1
CC1G_09189	Chr_2	2871236	2871643	Hydrophobin	1
CC1G_09503	Chr_6	1209561	1210206	Hydrophobin	1
CC1G_10176	Chr_2	196227	196624	Hydrophobin	1
CC1G_10186	Chr_2	219985	220385	Hydrophobin	1
CC1G_10188	Chr_2	222664	223064	Hydrophobin	1
CC1G_10189	Chr_2	224055	224520	Hydrophobin	1
CC1G_10206	Chr_2	279754	280154	Hydrophobin	1
CC1G_13822	Chr_2	170230	181908	Hydrophobin	1
