#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00053	Chr_5	1001804	1002681	Ras	1
CC1G_00149	Chr_5	1215618	1216454	Ras	1
CC1G_00269	Chr_5	1466719	1467534	Ras	1
CC1G_00495	Chr_1	3072962	3073974	Ras	1
CC1G_01173	Chr_2	1127752	1128880	Ras	1
CC1G_01199	Chr_2	1180963	1181877	Ras	1
CC1G_01292	Chr_5	2085366	2086792	Ras	1
CC1G_02026	Chr_3	1865421	1866510	Ras	1
CC1G_02122	Chr_10	1704243	1705314	Ras	1
CC1G_03163	Chr_8	2434973	2435770	Ras	1
CC1G_03164	Chr_8	2436444	2437670	Ras	1
CC1G_03166	Chr_8	2444362	2445452	Ras	1
CC1G_03167	Chr_8	2446322	2447797	Ras	1
CC1G_03457	Chr_8	873886	875057	Ras	1
CC1G_03651	Chr_1	1941902	1942963	Ras	1
CC1G_03710	Chr_1	2081675	2082610	Ras	1
CC1G_04430	Chr_1	926807	927660	Ras	1
CC1G_04721	Chr_13	605294	606243	Ras	1
CC1G_04972	Chr_8	1708354	1711309	Ras	1
CC1G_05114	Chr_2	1896730	1897761	Ras	1
CC1G_05682	Chr_7	2071682	2072991	Ras	1
CC1G_06096	Chr_2	2999418	3000453	Ras	1
CC1G_06445	Chr_4	2161567	2162823	Ras	1
CC1G_06723	Chr_1	1682237	1685974	Ras	1
CC1G_06790	Chr_1	1824971	1825948	Ras	1
CC1G_06818	Chr_3	2272823	2273676	Ras	1
CC1G_08286	Chr_2	86066	87377	Ras	1
CC1G_08748	Chr_10	967783	971747	Ras	1
CC1G_09765	Chr_7	259968	261318	Ras	1
CC1G_09922	Chr_12	1233718	1234652	Ras	1
CC1G_10499	Chr_12	101061	101917	Ras	1
CC1G_10838	Chr_2	2730374	2731212	Ras	1
CC1G_11235	Chr_1	1312367	1313470	Ras	1
CC1G_11356	Chr_11	211919	214717	Ras	1
CC1G_12192	Chr_1	1164484	1165435	Ras	1
CC1G_12487	Chr_13	937614	938338	Ras	1
CC1G_14380	Chr_4	1560538	1561469	Ras	1
CC1G_15096	Chr_8	2439143	2439880	Ras	1
CC1G_15097	Chr_8	2451838	2452425	Ras	1
