#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00032	Chr_5	946555	948999	AAA	1
CC1G_00106	Chr_5	1125299	1127018	AAA	1
CC1G_00308	Chr_5	1573598	1576470	AAA	1
CC1G_00695	Chr_1	3599257	3600972	AAA	1
CC1G_00820	Chr_7	1143172	1146142	AAA	1
CC1G_00842	Chr_7	1205685	1207909	AAA	1
CC1G_00877	Chr_7	1309833	1311185	AAA	1
CC1G_01181	Chr_2	1139102	1140742	AAA	1
CC1G_01229	Chr_2	1243682	1247604	AAA	1
CC1G_01377	Chr_5	2304528	2307018	AAA	1
CC1G_01432	Chr_5	2444511	2447351	AAA	2
CC1G_01608	Chr_10	462523	464728	AAA	1
CC1G_01718	Chr_1	2373970	2376369	AAA	1
CC1G_01803	Chr_1	2589970	2591276	AAA	1
CC1G_02021	Chr_3	1852770	1856576	AAA	2
CC1G_02392	Chr_3	3328425	3331011	AAA	1
CC1G_02805	Chr_1	269152	271690	AAA	1
CC1G_03112	Chr_8	2299867	2302742	AAA	2
CC1G_03323	Chr_3	2867795	2869906	AAA	1
CC1G_03409	Chr_8	752759	754286	AAA	1
CC1G_03877	Chr_2	2464531	2466174	AAA	1
CC1G_04010	Chr_7	667765	670791	AAA	1
CC1G_04250	Chr_2	1537136	1540406	AAA	1
CC1G_04503	Chr_3	990891	993809	AAA	1
CC1G_05504	Chr_11	1453284	1454695	AAA	1
CC1G_06211	Chr_4	2888182	2890922	AAA	2
CC1G_06666	Chr_5	291991	293848	AAA	1
CC1G_07046	Chr_4	2252733	2254275	AAA	1
CC1G_07173	Chr_8	1040618	1056533	AAA	1
CC1G_07176	Chr_8	1062108	1063759	AAA	1
CC1G_09015	Chr_7	1718009	1719516	AAA	1
CC1G_09069	Chr_4	661993	668289	AAA	1
CC1G_09806	Chr_12	816047	818117	AAA	1
CC1G_09879	Chr_7	839528	842341	AAA	2
CC1G_10825	Chr_2	2703808	2705220	AAA	1
CC1G_11021	Chr_10	800177	803601	AAA	1
CC1G_11035	Chr_10	836873	839046	AAA	1
CC1G_11036	Chr_10	839644	841773	AAA	1
CC1G_11095	Chr_5	461398	466642	AAA	1
CC1G_11113	Chr_5	404717	408314	AAA	1
CC1G_11164	Chr_4	1407048	1408721	AAA	1
CC1G_11300	Chr_1	1606256	1609388	AAA	2
CC1G_11759	Chr_2	2207785	2211292	AAA	1
CC1G_11939	Chr_2	1751331	1754878	AAA	1
CC1G_13597	Chr_1	780275	781886	AAA	1
CC1G_13955	Chr_2	2092747	2094622	AAA	1
CC1G_14783	Chr_7	647970	650964	AAA	1
CC1G_14861	Chr_7	1827562	1835258	AAA	2
CC1G_15058	Chr_8	1969825	1973525	AAA	1
