#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00087	Chr_5	1078937	1082179	Zn_clus	1
CC1G_00225	Chr_5	1379154	1380141	Zn_clus	1
CC1G_00448	Chr_5	1928862	1931706	Zn_clus	1
CC1G_01048	Chr_2	812312	816238	Zn_clus	1
CC1G_01056	Chr_2	845457	849051	Zn_clus	1
CC1G_01086	Chr_2	914971	916254	Zn_clus	1
CC1G_01755	Chr_1	2468112	2471599	Zn_clus	1
CC1G_01982	Chr_3	1742787	1743918	Zn_clus	1
CC1G_02044	Chr_3	1911054	1912532	Zn_clus	1
CC1G_02275	Chr_3	2984202	2987895	Zn_clus	1
CC1G_02915	Chr_8	1247208	1250322	Zn_clus	1
CC1G_03210	Chr_3	2572098	2574324	Zn_clus	1
CC1G_03465	Chr_8	891943	895317	Zn_clus	1
CC1G_04304	Chr_2	1673496	1676304	Zn_clus	1
CC1G_04979	Chr_8	1728479	1731446	Zn_clus	2
CC1G_04980	Chr_8	1732161	1733925	Zn_clus	1
CC1G_05197	Chr_2	2102687	2103562	Zn_clus	1
CC1G_05854	Chr_12	347275	349183	Zn_clus	1
CC1G_06409	Chr_4	2060418	2064320	Zn_clus	1
CC1G_06668	Chr_5	285262	289098	Zn_clus	1
CC1G_06686	Chr_5	236789	241814	Zn_clus	1
CC1G_06938	Chr_6	633965	639041	Zn_clus	1
CC1G_07059	Chr_4	2286754	2289025	Zn_clus	1
CC1G_07060	Chr_4	2291793	2294234	Zn_clus	1
CC1G_07334	Chr_12	1688391	1692214	Zn_clus	1
CC1G_07693	Chr_9	1188886	1190148	Zn_clus	1
CC1G_08004	Chr_8	374072	375733	Zn_clus	1
CC1G_09022	Chr_7	1742771	1746273	Zn_clus	1
CC1G_09257	Chr_3	3489620	3492255	Zn_clus	1
CC1G_09335	Chr_3	1277790	1280858	Zn_clus	1
CC1G_09476	Chr_6	1665784	1667736	Zn_clus	1
CC1G_09834	Chr_6	947780	951855	Zn_clus	1
CC1G_11170	Chr_4	1420768	1424140	Zn_clus	1
CC1G_11178	Chr_4	1443177	1446565	Zn_clus	1
CC1G_11570	Chr_7	1957848	1961439	Zn_clus	1
CC1G_11988	Chr_6	1182355	1185301	Zn_clus	1
CC1G_12055	Chr_7	1839269	1842933	Zn_clus	1
CC1G_12715	Chr_4	1039131	1042887	Zn_clus	1
CC1G_13782	Chr_1	3778893	3779924	Zn_clus	1
CC1G_14695	Chr_5	2529396	2530665	Zn_clus	1
CC1G_14936	Chr_8	156690	159777	Zn_clus	1
CC1G_15052	Chr_8	1878173	1879589	Zn_clus	1
CC1G_15575	Chr_6	1020646	1022244	Zn_clus	1
