#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00424	Chr_5	1862944	1868578	ResIII	1
CC1G_00528	Chr_1	3150022	3154540	ResIII	1
CC1G_01067	Chr_2	868171	871818	ResIII	1
CC1G_01117	Chr_2	988433	994666	ResIII	1
CC1G_01912	Chr_3	1558558	1563573	ResIII	1
CC1G_02882	Chr_1	479779	483227	ResIII	1
CC1G_03181	Chr_8	2478792	2486102	ResIII	1
CC1G_03338	Chr_8	548582	552352	ResIII	1
CC1G_03628	Chr_1	1888027	1893600	ResIII	1
CC1G_03774	Chr_1	2232196	2234338	ResIII	1
CC1G_04178	Chr_2	1357578	1360570	ResIII	1
CC1G_04465	Chr_3	891642	897146	ResIII	1
CC1G_04478	Chr_3	929788	935039	ResIII	1
CC1G_05158	Chr_2	2006658	2010943	ResIII	1
CC1G_05708	Chr_7	2145814	2148081	ResIII	1
CC1G_06217	Chr_4	2901137	2904351	ResIII	1
CC1G_06434	Chr_4	2127532	2130835	ResIII	1
CC1G_06981	Chr_9	9322	15028	ResIII	1
CC1G_07576	Chr_4	2525496	2528083	ResIII	1
CC1G_07967	Chr_13	453956	457178	ResIII	1
CC1G_08317	Chr_7	2345708	2347837	ResIII	1
CC1G_08618	Chr_1	961742	966291	ResIII	1
CC1G_08634	Chr_1	1011233	1016383	ResIII	1
CC1G_10550	Chr_1	1537026	1539369	ResIII	1
CC1G_11203	Chr_10	1461708	1466174	ResIII	1
CC1G_11505	Chr_2	2604881	2606461	ResIII	1
CC1G_13093	Chr_10	308	8364	ResIII	1
CC1G_13450	Chr_8	17926	21933	ResIII	1
CC1G_13988	Chr_2	2741769	2746497	ResIII	1
CC1G_14217	Chr_3	2037003	2041650	ResIII	1
CC1G_14381	Chr_4	1561720	1563261	ResIII	1
CC1G_14725	Chr_5	3075509	3081693	ResIII	1
