#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01286	Chr_5	2072100	2073665	NAD_binding_4	1
CC1G_01534	Chr_10	201483	205426	NAD_binding_4	1
CC1G_01817	Chr_1	2623664	2624840	NAD_binding_4	1
CC1G_03447	Chr_8	851523	853053	NAD_binding_4	1
CC1G_03467	Chr_8	896658	898186	NAD_binding_4	1
CC1G_04199	Chr_2	1405433	1406714	NAD_binding_4	1
CC1G_05873	Chr_12	406259	413214	NAD_binding_4	1
CC1G_10335	Chr_6	1110736	1112169	NAD_binding_4	1
CC1G_10895	Chr_11	1199660	1201445	NAD_binding_4	1
CC1G_10898	Chr_11	1190325	1192555	NAD_binding_4	1
CC1G_11331	Chr_11	1277902	1279500	NAD_binding_4	1
CC1G_11332	Chr_11	1275766	1277375	NAD_binding_4	1
CC1G_11634	Chr_4	1331669	1333044	NAD_binding_4	1
CC1G_11635	Chr_4	1333297	1334761	NAD_binding_4	1
CC1G_11975	Chr_6	1148959	1150505	NAD_binding_4	1
CC1G_13567	Chr_1	294971	296321	NAD_binding_4	1
CC1G_14978	Chr_8	814463	815403	NAD_binding_4	1
CC1G_15246	Chr_10	214108	219485	NAD_binding_4	1
CC1G_15580	Chr_6	1120004	1121470	NAD_binding_4	1
CC1G_15694	Chr_11	933271	937996	NAD_binding_4	1
CC1G_15736	Chr_11	1592974	1596046	NAD_binding_4	1
