#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00791	Chr_7	1038882	1044584	RhoGEF	2
CC1G_00813	Chr_7	1121057	1127105	RhoGEF	2
CC1G_01363	Chr_5	2265884	2269457	RhoGEF	1
CC1G_03689	Chr_1	2028286	2032957	RhoGEF	1
CC1G_05881	Chr_7	2516749	2520006	RhoGEF	1
CC1G_06124	Chr_2	3065630	3072858	RhoGEF	1
CC1G_06783	Chr_1	1802497	1805553	RhoGEF	1
CC1G_06824	Chr_3	2287758	2290989	RhoGEF	1
CC1G_07092	Chr_4	2390321	2394455	RhoGEF	1
CC1G_07991	Chr_13	521903	524709	RhoGEF	1
CC1G_13921	Chr_2	1741463	1744120	RhoGEF	1
CC1G_14259	Chr_3	2806403	2809871	RhoGEF	1
CC1G_14680	Chr_5	2260644	2265287	RhoGEF	1
CC1G_14847	Chr_7	1707784	1711416	RhoGEF	1
