#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00528	Chr_1	3150022	3154540	SNF2_N	1
CC1G_00872	Chr_7	1296757	1303776	SNF2_N	1
CC1G_01760	Chr_1	2482053	2487477	SNF2_N	1
CC1G_01763	Chr_1	2493812	2500372	SNF2_N	1
CC1G_01912	Chr_3	1558558	1563573	SNF2_N	1
CC1G_02165	Chr_10	1818493	1824375	SNF2_N	1
CC1G_02882	Chr_1	479779	483227	SNF2_N	1
CC1G_02883	Chr_1	484380	488101	SNF2_N	1
CC1G_03628	Chr_1	1888027	1893600	SNF2_N	1
CC1G_04178	Chr_2	1357578	1360570	SNF2_N	1
CC1G_04465	Chr_3	891642	897146	SNF2_N	1
CC1G_04478	Chr_3	929788	935039	SNF2_N	1
CC1G_04564	Chr_3	1163496	1167417	SNF2_N	1
CC1G_06981	Chr_9	9322	15028	SNF2_N	1
CC1G_07967	Chr_13	453956	457178	SNF2_N	1
CC1G_08634	Chr_1	1011233	1016383	SNF2_N	1
CC1G_08756	Chr_10	988416	992735	SNF2_N	1
CC1G_09243	Chr_11	1697521	1700393	SNF2_N	1
CC1G_09941	Chr_5	758167	762139	SNF2_N	1
CC1G_10583	Chr_2	595769	600250	SNF2_N	1
CC1G_11203	Chr_10	1461708	1466174	SNF2_N	1
CC1G_12776	U350	7521	12143	SNF2_N	1
CC1G_13355	Chr_5	3463243	3467874	SNF2_N	1
CC1G_13926	Chr_2	1793641	1800672	SNF2_N	1
CC1G_14217	Chr_3	2037003	2041650	SNF2_N	1
CC1G_15553	Chr_6	767873	771042	SNF2_N	1
