#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00155	Chr_5	1225865	1226946	Acetyltransf_1	1
CC1G_00518	Chr_1	3129750	3130530	Acetyltransf_1	1
CC1G_01073	Chr_2	886089	888253	Acetyltransf_1	1
CC1G_01371	Chr_5	2291023	2291854	Acetyltransf_1	1
CC1G_01913	Chr_3	1564217	1564834	Acetyltransf_1	1
CC1G_01984	Chr_3	1751029	1751700	Acetyltransf_1	1
CC1G_02062	Chr_3	1956162	1957147	Acetyltransf_1	1
CC1G_03225	Chr_3	2606053	2608202	Acetyltransf_1	1
CC1G_04469	Chr_3	902991	904335	Acetyltransf_1	1
CC1G_04828	Chr_2	3405824	3406761	Acetyltransf_1	1
CC1G_05870	Chr_12	392882	393657	Acetyltransf_1	1
CC1G_06759	Chr_1	1755406	1755992	Acetyltransf_1	1
CC1G_07080	Chr_4	2358026	2358787	Acetyltransf_1	1
CC1G_10086	Chr_2	465174	465729	Acetyltransf_1	1
CC1G_11063	Chr_9	1561362	1562251	Acetyltransf_1	1
CC1G_11601	Chr_12	1029171	1030176	Acetyltransf_1	1
CC1G_11603	Chr_11	1084607	1085721	Acetyltransf_1	1
CC1G_12088	Chr_3	1340657	1341274	Acetyltransf_1	1
CC1G_12222	Chr_7	2309543	2313941	Acetyltransf_1	1
CC1G_12346	Chr_10	1393600	1394735	Acetyltransf_1	1
CC1G_12505	Chr_2	3171523	3172448	Acetyltransf_1	1
CC1G_12758	Chr_4	571686	572551	Acetyltransf_1	1
CC1G_12760	Chr_4	574910	576038	Acetyltransf_1	1
CC1G_13788	Chr_1	3854600	3855642	Acetyltransf_1	1
CC1G_14157	Chr_3	1352642	1353510	Acetyltransf_1	1
CC1G_14654	Chr_5	1841137	1841769	Acetyltransf_1	1
