#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00662	Chr_1	3510513	3515642	HEAT	1
CC1G_00705	Chr_1	3644878	3648515	HEAT	1
CC1G_00894	Chr_7	1356948	1365434	HEAT	1
CC1G_00913	Chr_7	1421529	1425097	HEAT	1
CC1G_00926	Chr_7	1459945	1464092	HEAT	2
CC1G_01317	Chr_5	2142984	2146636	HEAT	2
CC1G_01562	Chr_10	295372	302452	HEAT	1
CC1G_02059	Chr_3	1943989	1947101	HEAT	1
CC1G_04318	Chr_2	1701669	1705193	HEAT	1
CC1G_04628	Chr_3	655217	664361	HEAT	6
CC1G_04693	Chr_3	822043	825436	HEAT	1
CC1G_05159	Chr_2	2011137	2014312	HEAT	1
CC1G_06581	Chr_1	2876285	2879448	HEAT	1
CC1G_08346	Chr_7	2411414	2418329	HEAT	1
CC1G_08691	Chr_6	484940	490783	HEAT	2
CC1G_09106	Chr_10	1056059	1059366	HEAT	2
CC1G_09590	Chr_3	1530	4911	HEAT	1
CC1G_10276	Chr_1	1363945	1365898	HEAT	1
CC1G_11024	Chr_10	807746	810247	HEAT	1
CC1G_11311	Chr_1	1647085	1649222	HEAT	4
CC1G_12319	Chr_8	1622872	1627508	HEAT	1
CC1G_13601	Chr_1	840801	848794	HEAT	1
CC1G_13603	Chr_1	890304	898802	HEAT	1
CC1G_13621	Chr_1	1302166	1306474	HEAT	2
CC1G_13915	Chr_2	1603489	1610605	HEAT	1
CC1G_13926	Chr_2	1793641	1800672	HEAT	1
