#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00439	Chr_5	1903941	1905810	ubiquitin	1
CC1G_00876	Chr_7	1308867	1309572	ubiquitin	1
CC1G_01184	Chr_2	1146789	1147993	ubiquitin	1
CC1G_03676	Chr_1	2005586	2006612	ubiquitin	4
CC1G_03829	Chr_2	2347104	2349758	ubiquitin	1
CC1G_04810	Chr_13	856891	857457	ubiquitin	1
CC1G_05831	Chr_12	287086	288633	ubiquitin	1
CC1G_06820	Chr_3	2276292	2277740	ubiquitin	1
CC1G_08140	Chr_5	2627966	2629807	ubiquitin	1
CC1G_10110	Chr_1	3823208	3823790	ubiquitin	1
CC1G_11085	Chr_9	1612950	1614275	ubiquitin	1
CC1G_11833	Chr_3	1427932	1428951	ubiquitin	4
CC1G_12576	Chr_5	3216097	3216595	ubiquitin	1
CC1G_14811	Chr_7	1011400	1012536	ubiquitin	1
CC1G_15070	Chr_8	2143522	2145892	ubiquitin	1
CC1G_15791	Chr_13	659959	660766	ubiquitin	1
