#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00106	Chr_5	1125299	1127018	AAA_5	1
CC1G_00877	Chr_7	1309833	1311185	AAA_5	1
CC1G_01238	Chr_2	1273459	1276227	AAA_5	1
CC1G_01432	Chr_5	2444511	2447351	AAA_5	1
CC1G_01881	Chr_3	1466079	1470080	AAA_5	1
CC1G_02805	Chr_1	269152	271690	AAA_5	1
CC1G_03112	Chr_8	2299867	2302742	AAA_5	1
CC1G_03409	Chr_8	752759	754286	AAA_5	1
CC1G_03757	Chr_1	2182413	2193764	AAA_5	2
CC1G_03877	Chr_2	2464531	2466174	AAA_5	1
CC1G_04250	Chr_2	1537136	1540406	AAA_5	1
CC1G_04383	Chr_1	804380	807181	AAA_5	1
CC1G_05504	Chr_11	1453284	1454695	AAA_5	1
CC1G_06211	Chr_4	2888182	2890922	AAA_5	2
CC1G_07046	Chr_4	2252733	2254275	AAA_5	1
CC1G_07173	Chr_8	1040618	1056533	AAA_5	5
CC1G_07176	Chr_8	1062108	1063759	AAA_5	1
CC1G_09015	Chr_7	1718009	1719516	AAA_5	1
CC1G_09828	Chr_6	926972	932589	AAA_5	2
CC1G_09879	Chr_7	839528	842341	AAA_5	1
CC1G_10284	Chr_1	1383075	1385847	AAA_5	1
CC1G_11021	Chr_10	800177	803601	AAA_5	1
CC1G_11095	Chr_5	461398	466642	AAA_5	1
CC1G_11164	Chr_4	1407048	1408721	AAA_5	1
CC1G_11300	Chr_1	1606256	1609388	AAA_5	2
CC1G_11443	Chr_6	815071	818328	AAA_5	1
CC1G_11759	Chr_2	2207785	2211292	AAA_5	1
CC1G_11939	Chr_2	1751331	1754878	AAA_5	1
CC1G_13597	Chr_1	780275	781886	AAA_5	1
CC1G_13846	Chr_2	609496	615512	AAA_5	1
CC1G_13955	Chr_2	2092747	2094622	AAA_5	1
CC1G_14783	Chr_7	647970	650964	AAA_5	1
