#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00265	Chr_5	1454687	1456802	MFS_1	1
CC1G_00391	Chr_5	1783156	1784855	MFS_1	1
CC1G_00526	Chr_1	3145232	3147415	MFS_1	1
CC1G_00613	Chr_1	3382184	3384534	MFS_1	1
CC1G_00802	Chr_7	1081438	1083926	MFS_1	1
CC1G_00859	Chr_7	1266827	1268864	MFS_1	1
CC1G_00931	Chr_7	1474097	1476740	MFS_1	1
CC1G_01091	Chr_2	925692	928068	MFS_1	1
CC1G_01172	Chr_2	1123696	1126807	MFS_1	1
CC1G_01233	Chr_2	1255253	1257855	MFS_1	1
CC1G_01485	Chr_10	89769	92811	MFS_1	1
CC1G_01716	Chr_1	2368109	2371278	MFS_1	1
CC1G_01719	Chr_1	2376663	2379101	MFS_1	1
CC1G_02139	Chr_10	1742704	1745121	MFS_1	1
CC1G_02142	Chr_10	1751061	1753474	MFS_1	1
CC1G_02148	Chr_10	1768398	1770616	MFS_1	1
CC1G_02329	Chr_3	3135304	3137316	MFS_1	1
CC1G_02332	Chr_3	3142398	3145077	MFS_1	1
CC1G_02470	Chr_9	903047	905158	MFS_1	1
CC1G_02495	Chr_9	963622	965656	MFS_1	1
CC1G_02630	Chr_4	275998	278517	MFS_1	1
CC1G_03015	Chr_8	1554279	1556699	MFS_1	1
CC1G_03045	Chr_8	2121323	2123124	MFS_1	1
CC1G_03082	Chr_8	2210051	2212708	MFS_1	1
CC1G_03170	Chr_8	2453371	2455890	MFS_1	1
CC1G_03345	Chr_8	561086	563150	MFS_1	1
CC1G_03520	Chr_9	1728609	1730670	MFS_1	1
CC1G_03521	Chr_9	1731569	1733743	MFS_1	1
CC1G_03544	Chr_9	1780721	1783166	MFS_1	1
CC1G_03577	Chr_9	1869951	1872266	MFS_1	1
CC1G_03588	Chr_9	1901920	1905107	MFS_1	1
CC1G_04071	Chr_4	3272184	3274629	MFS_1	1
CC1G_04404	Chr_1	865808	869115	MFS_1	1
CC1G_04493	Chr_3	964275	966472	MFS_1	1
CC1G_04596	Chr_3	543557	546402	MFS_1	1
CC1G_04603	Chr_3	575587	577690	MFS_1	1
CC1G_04773	Chr_13	754278	756724	MFS_1	1
CC1G_04914	Chr_2	3618647	3620679	MFS_1	1
CC1G_04937	Chr_2	3672254	3674553	MFS_1	1
CC1G_05107	Chr_2	1871725	1873581	MFS_1	1
CC1G_05143	Chr_2	1968115	1977481	MFS_1	1
CC1G_05395	Chr_8	204873	207883	MFS_1	1
CC1G_05616	Chr_13	183956	187051	MFS_1	1
CC1G_05727	Chr_7	2197753	2200033	MFS_1	1
CC1G_05728	Chr_7	2201356	2203401	MFS_1	1
CC1G_05822	Chr_12	266040	268123	MFS_1	1
CC1G_05863	Chr_12	369152	372042	MFS_1	1
CC1G_05921	Chr_7	2656775	2659061	MFS_1	1
CC1G_06167	Chr_4	2766808	2768662	MFS_1	1
CC1G_06186	Chr_4	2822216	2824205	MFS_1	1
CC1G_06212	Chr_4	2891446	2893921	MFS_1	1
CC1G_06248	Chr_4	2988737	2991286	MFS_1	1
CC1G_06325	Chr_4	1822858	1825238	MFS_1	1
CC1G_06469	Chr_12	1321794	1323842	MFS_1	1
