#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01993	Chr_3	1772671	1776898	SMC_N	1
CC1G_03010	Chr_8	1535460	1540547	SMC_N	1
CC1G_03722	Chr_1	2107123	2110479	SMC_N	1
CC1G_05412	Chr_8	247525	252022	SMC_N	1
CC1G_06090	Chr_2	2985719	2989018	SMC_N	1
CC1G_06532	Chr_12	1486154	1492069	SMC_N	1
CC1G_07332	Chr_12	1678683	1684579	SMC_N	1
CC1G_10710	Chr_9	648954	653939	SMC_N	1
CC1G_12433	Chr_5	3026187	3031021	SMC_N	1
CC1G_12491	Chr_13	951194	955443	SMC_N	1
CC1G_13717	Chr_1	2811301	2818261	SMC_N	1
CC1G_13763	Chr_1	3578083	3581626	SMC_N	1
CC1G_13764	Chr_1	3581795	3583692	SMC_N	1
CC1G_15063	Chr_8	2029353	2033626	SMC_N	1
CC1G_15647	Chr_11	150498	153839	SMC_N	1
