#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01624	Chr_10	519372	521282	NACHT	1
CC1G_01653	Chr_10	586914	590980	NACHT	1
CC1G_02261	Chr_3	2951692	2953355	NACHT	1
CC1G_02411	Chr_9	724718	729075	NACHT	1
CC1G_02412	Chr_9	731245	735488	NACHT	1
CC1G_02708	Chr_4	460374	464248	NACHT	1
CC1G_02717	Chr_4	498649	501446	NACHT	1
CC1G_03103	Chr_8	2267485	2272483	NACHT	1
CC1G_03116	Chr_8	2320133	2322480	NACHT	1
CC1G_03127	Chr_8	2349740	2353805	NACHT	1
CC1G_04747	Chr_13	668846	671799	NACHT	1
CC1G_04779	Chr_13	770122	772691	NACHT	1
CC1G_04956	Chr_8	1674246	1677640	NACHT	1
CC1G_05063	Chr_8	1964647	1966026	NACHT	1
CC1G_05910	Chr_7	2622084	2625358	NACHT	1
CC1G_06498	Chr_12	1387561	1391786	NACHT	1
CC1G_07525	Chr_6	1439346	1442587	NACHT	1
CC1G_07526	Chr_6	1443514	1446577	NACHT	1
CC1G_07844	Chr_4	1213673	1215709	NACHT	1
CC1G_08285	Chr_2	78396	84034	NACHT	1
CC1G_08624	Chr_1	981135	984000	NACHT	1
CC1G_08628	Chr_1	993296	994651	NACHT	1
CC1G_08645	Chr_1	1063041	1065682	NACHT	1
CC1G_09419	Chr_10	672995	677561	NACHT	1
CC1G_09562	Chr_11	363699	368608	NACHT	1
CC1G_10703	Chr_9	619825	624039	NACHT	1
CC1G_12158	Chr_1	523946	529737	NACHT	1
CC1G_12448	Chr_8	2022267	2025503	NACHT	1
CC1G_13125	Chr_11	265999	270491	NACHT	1
CC1G_13678	Chr_1	2212002	2221990	NACHT	1
CC1G_13817	Chr_2	87758	94197	NACHT	1
CC1G_15084	Chr_8	2308414	2313141	NACHT	1
CC1G_15653	Chr_11	294056	298525	NACHT	1
CC1G_15784	Chr_13	553570	558529	NACHT	1
