#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01092	Chr_2	928995	931930	SKN1	1
CC1G_01746	Chr_1	2447735	2450158	SKN1	1
CC1G_02942	Chr_8	1333830	1336295	SKN1	1
CC1G_04542	Chr_3	1096299	1098661	SKN1	1
CC1G_07730	Chr_9	1295332	1298191	SKN1	1
CC1G_07740	Chr_9	1330057	1332869	SKN1	1
CC1G_08725	Chr_10	912606	915259	SKN1	1
CC1G_08726	Chr_10	916194	919024	SKN1	1
CC1G_08761	Chr_10	1001859	1004549	SKN1	1
CC1G_08762	Chr_10	1005719	1008358	SKN1	1
CC1G_14678	Chr_5	2217080	2219813	SKN1	1
CC1G_15468	Chr_12	1848087	1851709	SKN1	1
