#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00007	Chr_5	878369	881539	zf-CCHC	1
CC1G_00019	Chr_5	910116	914439	zf-CCHC	1
CC1G_00274	Chr_5	1476552	1477888	zf-CCHC	3
CC1G_00285	Chr_5	1508757	1510655	zf-CCHC	2
CC1G_00600	Chr_1	3345972	3347957	zf-CCHC	1
CC1G_00892	Chr_7	1352396	1354443	zf-CCHC	1
CC1G_01100	Chr_2	950013	952779	zf-CCHC	2
CC1G_01689	Chr_1	2297308	2299164	zf-CCHC	1
CC1G_02269	Chr_3	2971174	2972380	zf-CCHC	4
CC1G_02333	Chr_3	3146056	3149675	zf-CCHC	2
CC1G_02989	Chr_8	1480555	1481470	zf-CCHC	1
CC1G_03736	Chr_1	2140718	2144611	zf-CCHC	1
CC1G_04532	Chr_3	1070398	1072343	zf-CCHC	1
CC1G_05201	Chr_2	2107639	2109912	zf-CCHC	1
CC1G_06433	Chr_4	2125493	2127314	zf-CCHC	2
CC1G_08303	Chr_2	133483	135234	zf-CCHC	7
CC1G_08535	Chr_9	2262128	2262765	zf-CCHC	1
CC1G_09131	Chr_10	1158830	1160081	zf-CCHC	1
CC1G_10587	Chr_2	607507	608977	zf-CCHC	1
CC1G_10916	Chr_11	1148856	1150088	zf-CCHC	1
CC1G_11952	Chr_6	292803	293528	zf-CCHC	1
CC1G_12493	Chr_4	909720	911645	zf-CCHC	1
CC1G_13010	Chr_10	766830	768302	zf-CCHC	1
CC1G_13238	Chr_4	1553796	1554203	zf-CCHC	1
CC1G_13270	U366	373	2157	zf-CCHC	1
CC1G_13477	Chr_6	790024	792663	zf-CCHC	1
CC1G_15285	Chr_10	784318	790681	zf-CCHC	2
CC1G_15605	Chr_6	1525595	1525906	zf-CCHC	1
CC1G_15827	U402	11	3983	zf-CCHC	1
