#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00176	Chr_5	1265994	1267599	Helicase_C	1
CC1G_00257	Chr_5	1441585	1443706	Helicase_C	1
CC1G_00312	Chr_5	1586077	1588267	Helicase_C	1
CC1G_00424	Chr_5	1862944	1868578	Helicase_C	1
CC1G_00430	Chr_5	1880944	1884504	Helicase_C	1
CC1G_00528	Chr_1	3150022	3154540	Helicase_C	1
CC1G_00872	Chr_7	1296757	1303776	Helicase_C	1
CC1G_01117	Chr_2	988433	994666	Helicase_C	1
CC1G_01760	Chr_1	2482053	2487477	Helicase_C	1
CC1G_01763	Chr_1	2493812	2500372	Helicase_C	1
CC1G_01912	Chr_3	1558558	1563573	Helicase_C	1
CC1G_02631	Chr_4	280307	283089	Helicase_C	1
CC1G_02882	Chr_1	479779	483227	Helicase_C	1
CC1G_02883	Chr_1	484380	488101	Helicase_C	1
CC1G_02923	Chr_8	1274042	1278429	Helicase_C	1
CC1G_02978	Chr_8	1450605	1454540	Helicase_C	1
CC1G_03181	Chr_8	2478792	2486102	Helicase_C	1
CC1G_03191	Chr_3	2519181	2521891	Helicase_C	1
CC1G_03338	Chr_8	548582	552352	Helicase_C	1
CC1G_03362	Chr_8	618399	620962	Helicase_C	1
CC1G_03591	Chr_9	1907982	1911370	Helicase_C	1
CC1G_03628	Chr_1	1888027	1893600	Helicase_C	1
CC1G_03631	Chr_1	1896712	1902143	Helicase_C	1
CC1G_03770	Chr_1	2222236	2224271	Helicase_C	1
CC1G_03774	Chr_1	2232196	2234338	Helicase_C	1
CC1G_04178	Chr_2	1357578	1360570	Helicase_C	1
CC1G_04463	Chr_3	887061	889135	Helicase_C	1
CC1G_04465	Chr_3	891642	897146	Helicase_C	1
CC1G_04478	Chr_3	929788	935039	Helicase_C	1
CC1G_04526	Chr_3	1054742	1056716	Helicase_C	1
CC1G_04564	Chr_3	1163496	1167417	Helicase_C	1
CC1G_05158	Chr_2	2006658	2010943	Helicase_C	1
CC1G_05201	Chr_2	2107639	2109912	Helicase_C	1
CC1G_05518	Chr_11	1401940	1404217	Helicase_C	1
CC1G_05708	Chr_7	2145814	2148081	Helicase_C	1
CC1G_05790	Chr_12	176958	179207	Helicase_C	1
CC1G_06153	Chr_2	3143477	3144826	Helicase_C	1
CC1G_06193	Chr_4	2842632	2845202	Helicase_C	1
CC1G_06213	Chr_4	2894179	2896866	Helicase_C	1
CC1G_06217	Chr_4	2901137	2904351	Helicase_C	1
CC1G_06434	Chr_4	2127532	2130835	Helicase_C	1
CC1G_06591	Chr_1	2896628	2900370	Helicase_C	1
CC1G_06717	Chr_1	1663898	1669025	Helicase_C	1
CC1G_06722	Chr_1	1679302	1681949	Helicase_C	1
CC1G_06853	Chr_3	2352520	2355583	Helicase_C	1
CC1G_06981	Chr_9	9322	15028	Helicase_C	1
CC1G_07448	Chr_9	488343	492467	Helicase_C	1
CC1G_07576	Chr_4	2525496	2528083	Helicase_C	1
CC1G_07577	Chr_4	2528363	2530341	Helicase_C	1
CC1G_07967	Chr_13	453956	457178	Helicase_C	1
CC1G_08291	Chr_2	101141	102805	Helicase_C	1
CC1G_08317	Chr_7	2345708	2347837	Helicase_C	1
CC1G_08578	Chr_9	2035929	2037582	Helicase_C	1
CC1G_08634	Chr_1	1011233	1016383	Helicase_C	1
CC1G_08643	Chr_1	1055285	1057675	Helicase_C	1
CC1G_08756	Chr_10	988416	992735	Helicase_C	1
CC1G_09243	Chr_11	1697521	1700393	Helicase_C	1
CC1G_09245	Chr_11	1687722	1693256	Helicase_C	1
CC1G_09858	Chr_6	1011909	1014714	Helicase_C	1
CC1G_09925	Chr_12	1241401	1245103	Helicase_C	1
CC1G_09941	Chr_5	758167	762139	Helicase_C	1
CC1G_10021	Chr_9	2475820	2476689	Helicase_C	1
CC1G_10400	Chr_2	3269160	3271748	Helicase_C	1
CC1G_10550	Chr_1	1537026	1539369	Helicase_C	1
CC1G_10583	Chr_2	595769	600250	Helicase_C	1
CC1G_10586	Chr_2	604945	607191	Helicase_C	1
CC1G_11505	Chr_2	2604881	2606461	Helicase_C	1
CC1G_11514	Chr_2	2627104	2628476	Helicase_C	1
CC1G_11755	Chr_2	2201523	2204330	Helicase_C	1
CC1G_11933	Chr_2	1736719	1739569	Helicase_C	1
CC1G_12010	Chr_1	1226873	1231812	Helicase_C	1
CC1G_12776	U350	7521	12143	Helicase_C	1
CC1G_12869	Chr_5	10367	12088	Helicase_C	1
CC1G_13093	Chr_10	308	8364	Helicase_C	1
CC1G_13355	Chr_5	3463243	3467874	Helicase_C	1
CC1G_13410	U397	3265	4896	Helicase_C	1
CC1G_13450	Chr_8	17926	21933	Helicase_C	1
CC1G_13522	U390	587	2508	Helicase_C	1
CC1G_13690	Chr_1	2352234	2354139	Helicase_C	1
CC1G_13734	Chr_1	3084272	3088992	Helicase_C	1
CC1G_13926	Chr_2	1793641	1800672	Helicase_C	1
CC1G_13988	Chr_2	2741769	2746497	Helicase_C	1
CC1G_14067	Chr_3	191278	193642	Helicase_C	1
CC1G_14217	Chr_3	2037003	2041650	Helicase_C	1
CC1G_14545	Chr_5	336487	338575	Helicase_C	1
CC1G_14725	Chr_5	3075509	3081693	Helicase_C	1
CC1G_15553	Chr_6	767873	771042	Helicase_C	1
CC1G_15741	Chr_11	1763194	1767005	Helicase_C	1
