#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00300	Chr_5	1552583	1554811	Asp	1
CC1G_00332	Chr_5	1638824	1640326	Asp	1
CC1G_03281	Chr_3	2738872	2740831	Asp	1
CC1G_05754	Chr_7	2266049	2268071	Asp	1
CC1G_07336	Chr_12	1696624	1698890	Asp	1
CC1G_07585	Chr_4	2549086	2551602	Asp	1
CC1G_08025	Chr_8	438984	441178	Asp	1
CC1G_10366	Chr_7	158150	160361	Asp	1
CC1G_11543	Chr_3	2235544	2236895	Asp	1
CC1G_11687	Chr_8	1130299	1132549	Asp	1
CC1G_11688	Chr_8	1133018	1134829	Asp	1
CC1G_12113	Chr_6	226860	228807	Asp	1
CC1G_13144	Chr_8	2506239	2509104	Asp	1
