#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00455	Chr_5	1949523	1951809	Aldo_ket_red	1
CC1G_00696	Chr_1	3601183	3602916	Aldo_ket_red	1
CC1G_00701	Chr_1	3636799	3638388	Aldo_ket_red	1
CC1G_01124	Chr_2	1010281	1011259	Aldo_ket_red	1
CC1G_01923	Chr_3	1588202	1589996	Aldo_ket_red	1
CC1G_02211	Chr_10	1941293	1943141	Aldo_ket_red	1
CC1G_02563	Chr_4	100740	102582	Aldo_ket_red	1
CC1G_03387	Chr_8	687883	689281	Aldo_ket_red	1
CC1G_03436	Chr_8	815828	817562	Aldo_ket_red	1
CC1G_05006	Chr_8	1789237	1790680	Aldo_ket_red	1
CC1G_05449	Chr_11	1614172	1617523	Aldo_ket_red	1
CC1G_06822	Chr_3	2281433	2282714	Aldo_ket_red	1
CC1G_06843	Chr_3	2331371	2332818	Aldo_ket_red	1
CC1G_06844	Chr_3	2333252	2334684	Aldo_ket_red	1
CC1G_09094	Chr_4	730223	731688	Aldo_ket_red	1
CC1G_09422	Chr_10	683203	684778	Aldo_ket_red	1
CC1G_10712	Chr_9	661645	663508	Aldo_ket_red	1
CC1G_11734	Chr_10	1562046	1563164	Aldo_ket_red	1
CC1G_12642	Chr_3	2499398	2500548	Aldo_ket_red	1
CC1G_12688	Chr_10	2203762	2205309	Aldo_ket_red	1
CC1G_12853	Chr_4	93303	94510	Aldo_ket_red	1
CC1G_14311	Chr_4	98471	100343	Aldo_ket_red	1
