#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00147	Chr_5	1211158	1212216	Hydrolase	1
CC1G_00228	Chr_5	1383986	1387953	Hydrolase	1
CC1G_00830	Chr_7	1165671	1168859	Hydrolase	1
CC1G_01594	Chr_10	410884	415110	Hydrolase	1
CC1G_01918	Chr_3	1573466	1578748	Hydrolase	1
CC1G_02009	Chr_3	1815173	1820072	Hydrolase	1
CC1G_02041	Chr_3	1901722	1903420	Hydrolase	1
CC1G_03265	Chr_3	2704653	2705627	Hydrolase	1
CC1G_03517	Chr_9	1719817	1723257	Hydrolase	1
CC1G_03753	Chr_1	2177950	2179067	Hydrolase	1
CC1G_05111	Chr_2	1883062	1884400	Hydrolase	1
CC1G_06823	Chr_3	2283287	2287188	Hydrolase	1
CC1G_06862	Chr_3	2377405	2379226	Hydrolase	1
CC1G_07450	Chr_9	495121	499154	Hydrolase	1
CC1G_07538	Chr_6	1488567	1489761	Hydrolase	1
CC1G_07569	Chr_4	2500731	2505422	Hydrolase	1
CC1G_09151	Chr_2	2780292	2785020	Hydrolase	1
CC1G_09910	Chr_12	1188040	1192451	Hydrolase	1
CC1G_10714	Chr_9	667338	668997	Hydrolase	1
CC1G_10813	Chr_2	2668787	2672608	Hydrolase	1
CC1G_11225	Chr_1	1269690	1271438	Hydrolase	1
CC1G_12291	Chr_2	647067	652233	Hydrolase	1
CC1G_12770	Chr_3	1458331	1459515	Hydrolase	1
CC1G_15207	Chr_9	1991200	1994516	Hydrolase	1
