#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00486	Chr_1	3042552	3044721	UCH	1
CC1G_00541	Chr_1	3189513	3192724	UCH	1
CC1G_00548	Chr_1	3203218	3208223	UCH	1
CC1G_00766	Chr_7	966989	969803	UCH	1
CC1G_00775	Chr_7	996592	1000566	UCH	1
CC1G_00857	Chr_7	1258861	1263156	UCH	1
CC1G_01346	Chr_5	2224561	2226762	UCH	1
CC1G_05255	Chr_11	862356	865988	UCH	1
CC1G_05800	Chr_12	203912	206888	UCH	1
CC1G_06951	Chr_6	676415	678913	UCH	1
CC1G_08832	Chr_5	2869378	2871681	UCH	1
CC1G_10183	Chr_2	211718	215003	UCH	1
CC1G_12961	Chr_2	1768743	1772878	UCH	1
CC1G_14471	Chr_4	2935421	2938060	UCH	1
CC1G_15273	Chr_10	612634	614958	UCH	1
