#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00666	Chr_1	3526170	3527010	GST_N	1
CC1G_01604	Chr_10	453649	455629	GST_N	1
CC1G_06890	Chr_3	2442459	2443397	GST_N	1
CC1G_08163	Chr_5	2687698	2692426	GST_N	1
CC1G_09536	Chr_6	1300318	1301074	GST_N	1
CC1G_10591	Chr_11	86083	87035	GST_N	1
CC1G_10742	Chr_4	804422	805250	GST_N	1
CC1G_10750	Chr_4	820257	821156	GST_N	1
CC1G_11612	Chr_11	1103786	1105011	GST_N	1
CC1G_12668	Chr_1	1568874	1570222	GST_N	1
CC1G_12718	Chr_4	1050479	1051286	GST_N	1
CC1G_14617	Chr_5	1422415	1424649	GST_N	1
CC1G_15821	U391	2256	3364	GST_N	1
CC1G_15822	U391	3953	4921	GST_N	1
