#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00359	Chr_5	1712262	1713593	DnaJ	1
CC1G_00580	Chr_1	3292153	3292816	DnaJ	1
CC1G_00850	Chr_7	1231972	1234271	DnaJ	1
CC1G_00884	Chr_7	1330457	1331832	DnaJ	1
CC1G_00978	Chr_7	1598363	1600047	DnaJ	1
CC1G_00998	Chr_7	1634474	1635341	DnaJ	1
CC1G_01182	Chr_2	1140947	1142744	DnaJ	1
CC1G_02633	Chr_4	285460	287130	DnaJ	1
CC1G_03275	Chr_3	2725034	2725791	DnaJ	1
CC1G_03500	Chr_9	1679433	1680857	DnaJ	1
CC1G_03638	Chr_1	1918641	1919514	DnaJ	1
CC1G_03786	Chr_2	2249911	2251384	DnaJ	1
CC1G_03957	Chr_7	519305	521752	DnaJ	1
CC1G_03990	Chr_7	600339	601562	DnaJ	2
CC1G_04259	Chr_2	1567662	1569609	DnaJ	1
CC1G_04405	Chr_1	870196	871997	DnaJ	1
CC1G_04684	Chr_3	801951	804050	DnaJ	1
CC1G_04842	Chr_2	3434830	3436782	DnaJ	1
CC1G_05963	Chr_3	139026	140498	DnaJ	1
CC1G_06295	Chr_4	1747790	1748776	DnaJ	1
CC1G_06347	Chr_4	1881891	1883279	DnaJ	1
CC1G_06431	Chr_4	2120988	2122478	DnaJ	1
CC1G_06643	Chr_5	360884	363496	DnaJ	1
CC1G_06716	Chr_1	1662778	1663577	DnaJ	1
CC1G_07583	Chr_4	2544891	2546970	DnaJ	1
CC1G_07866	Chr_4	1284421	1285794	DnaJ	1
CC1G_08881	Chr_5	159085	160981	DnaJ	1
CC1G_13535	Chr_4	1502647	1504846	DnaJ	1
CC1G_14446	Chr_4	2584764	2585646	DnaJ	1
CC1G_15525	Chr_6	394453	398839	DnaJ	1
CC1G_15689	Chr_11	892755	895221	DnaJ	1
