#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00100	Chr_5	1111016	1113148	Actin	1
CC1G_00749	Chr_7	922936	924441	Actin	1
CC1G_00895	Chr_7	1365713	1368504	Actin	1
CC1G_05698	Chr_7	2111536	2113429	Actin	1
CC1G_06423	Chr_4	2102418	2104158	Actin	1
CC1G_06718	Chr_1	1669392	1670959	Actin	1
CC1G_08002	Chr_8	370059	371816	Actin	1
CC1G_08232	Chr_5	525747	527310	Actin	1
CC1G_10952	Chr_4	1641506	1643575	Actin	1
CC1G_12191	Chr_1	1161205	1164156	Actin	1
CC1G_13048	Chr_4	66622	68237	Actin	1
CC1G_13050	Chr_4	70362	71991	Actin	1
