#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_03233	Chr_3	2623414	2625359	SET	1
CC1G_03976	Chr_7	571595	572823	SET	1
CC1G_03986	Chr_7	591594	593611	SET	1
CC1G_04515	Chr_3	1023655	1024904	SET	1
CC1G_05287	Chr_11	960551	962146	SET	1
CC1G_07286	Chr_12	1544264	1546207	SET	1
CC1G_07521	Chr_6	1426508	1428091	SET	1
CC1G_07522	Chr_6	1428542	1430494	SET	1
CC1G_09124	Chr_10	1137598	1140792	SET	1
CC1G_09236	Chr_11	1714362	1716854	SET	1
CC1G_11463	Chr_6	858211	860185	SET	1
CC1G_11834	Chr_3	1429436	1432666	SET	1
CC1G_12392	Chr_12	522114	526984	SET	1
CC1G_14673	Chr_5	2161978	2171446	SET	1
CC1G_14984	Chr_8	970011	972841	SET	1
CC1G_15399	Chr_12	544411	548862	SET	1
CC1G_15535	Chr_6	507665	512881	SET	1
CC1G_15570	Chr_6	967327	969451	SET	1
