#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01107	Chr_2	962859	964554	CBM_1	1
CC1G_01504	Chr_10	125179	126758	CBM_1	1
CC1G_01577	Chr_10	363425	364786	CBM_1	1
CC1G_02189	Chr_10	1877180	1878465	CBM_1	1
CC1G_02536	Chr_9	1081220	1083293	CBM_1	1
CC1G_03267	Chr_3	2706822	2708046	CBM_1	1
CC1G_03525	Chr_9	1742033	1743233	CBM_1	1
CC1G_03526	Chr_9	1744249	1745629	CBM_1	1
CC1G_04168	Chr_4	3531094	3533421	CBM_1	1
CC1G_04169	Chr_4	3534264	3536143	CBM_1	1
CC1G_04170	Chr_4	3538428	3540225	CBM_1	1
CC1G_04541	Chr_3	1094064	1094906	CBM_1	1
CC1G_04800	Chr_13	832814	834302	CBM_1	1
CC1G_04917	Chr_2	3627869	3629392	CBM_1	1
CC1G_05856	Chr_12	353510	354954	CBM_1	1
CC1G_05857	Chr_12	357164	358611	CBM_1	1
CC1G_05959	Chr_3	128820	130055	CBM_1	1
CC1G_05960	Chr_3	131637	133014	CBM_1	1
CC1G_05961	Chr_3	134412	135832	CBM_1	1
CC1G_06006	Chr_3	260090	261443	CBM_1	1
CC1G_06007	Chr_3	262901	263300	CBM_1	1
CC1G_06008	Chr_3	264398	264877	CBM_1	1
CC1G_06009	Chr_3	265454	265962	CBM_1	1
CC1G_06010	Chr_3	266372	266823	CBM_1	1
CC1G_06012	Chr_3	272304	272744	CBM_1	1
CC1G_06324	Chr_4	1818499	1820353	CBM_1	1
CC1G_06945	Chr_6	662004	663058	CBM_1	1
CC1G_07166	Chr_8	1024330	1025665	CBM_1	1
CC1G_07179	Chr_8	1067494	1068680	CBM_1	1
CC1G_07631	Chr_9	1375105	1376129	CBM_1	1
CC1G_08790	Chr_1	3970789	3971878	CBM_1	1
CC1G_08946	Chr_11	1916582	1917578	CBM_1	1
CC1G_09314	Chr_3	1217960	1219837	CBM_1	1
CC1G_09524	Chr_6	1270646	1273535	CBM_1	1
CC1G_09525	Chr_6	1274277	1277156	CBM_1	1
CC1G_09535	Chr_6	1297323	1300215	CBM_1	1
CC1G_09635	Chr_3	120644	122296	CBM_1	1
CC1G_10241	Chr_12	1994933	1995617	CBM_1	1
CC1G_10254	Chr_12	2024506	2026641	CBM_1	1
CC1G_10307	Chr_6	1037759	1038671	CBM_1	1
CC1G_10434	Chr_7	408213	409450	CBM_1	1
CC1G_12250	Chr_5	3425522	3427136	CBM_1	1
CC1G_12602	Chr_12	1902503	1903843	CBM_1	1
CC1G_12850	Chr_4	88844	90135	CBM_1	1
CC1G_12897	Chr_7	2946552	2947886	CBM_1	1
CC1G_13671	Chr_1	2064877	2068946	CBM_1	1
CC1G_14064	Chr_3	125265	126937	CBM_1	1
CC1G_14077	Chr_3	270821	271173	CBM_1	1
CC1G_15259	Chr_10	361105	362425	CBM_1	1
