#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01508	Chr_10	133936	136178	Peptidase_C14	1
CC1G_01943	Chr_3	1638911	1640980	Peptidase_C14	1
CC1G_02438	Chr_9	812507	814900	Peptidase_C14	1
CC1G_02846	Chr_1	369367	371704	Peptidase_C14	1
CC1G_07467	Chr_9	536803	538684	Peptidase_C14	1
CC1G_08667	Chr_6	409753	412018	Peptidase_C14	1
CC1G_08776	Chr_1	3937081	3938986	Peptidase_C14	1
CC1G_08798	Chr_1	3997678	3999537	Peptidase_C14	1
CC1G_11192	Chr_10	1427809	1431027	Peptidase_C14	1
CC1G_12414	Chr_4	2194743	2197243	Peptidase_C14	1
CC1G_14410	Chr_4	1918369	1920556	Peptidase_C14	1
CC1G_14411	Chr_4	1920838	1923257	Peptidase_C14	1
CC1G_15150	Chr_9	798646	801200	Peptidase_C14	1
