#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00209	Chr_5	1346853	1347710	efhand	3
CC1G_00652	Chr_1	3481551	3482151	efhand	3
CC1G_01142	Chr_2	1044699	1047087	efhand	2
CC1G_01795	Chr_1	2575990	2576708	efhand	2
CC1G_04972	Chr_8	1708354	1711309	efhand	2
CC1G_05109	Chr_2	1879666	1880717	efhand	2
CC1G_05990	Chr_3	215843	217147	efhand	2
CC1G_06523	Chr_12	1459471	1459942	efhand	3
CC1G_06547	Chr_1	2787664	2790886	efhand	2
CC1G_07213	Chr_6	1981859	1985416	efhand	1
CC1G_07734	Chr_9	1308257	1310941	efhand	1
CC1G_08194	Chr_5	619660	621666	efhand	4
CC1G_08353	Chr_7	2433276	2436929	efhand	1
CC1G_09463	Chr_6	1706480	1710113	efhand	1
CC1G_09902	Chr_12	1155845	1157213	efhand	1
CC1G_11477	Chr_12	1068271	1069188	efhand	4
CC1G_14212	Chr_3	2009713	2012408	efhand	1
CC1G_14643	Chr_5	1743688	1747584	efhand	1
