#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01992	Chr_3	1771011	1772080	Glyco_hydro_61	1
CC1G_02189	Chr_10	1877180	1878465	Glyco_hydro_61	1
CC1G_02194	Chr_10	1894768	1896009	Glyco_hydro_61	1
CC1G_02195	Chr_10	1896868	1898123	Glyco_hydro_61	1
CC1G_02693	Chr_4	421620	422678	Glyco_hydro_61	1
CC1G_03053	Chr_8	2137168	2138636	Glyco_hydro_61	1
CC1G_03067	Chr_8	2173045	2174492	Glyco_hydro_61	1
CC1G_03120	Chr_8	2332449	2334147	Glyco_hydro_61	1
CC1G_03525	Chr_9	1742033	1743233	Glyco_hydro_61	1
CC1G_03526	Chr_9	1744249	1745629	Glyco_hydro_61	1
CC1G_03529	Chr_9	1751910	1753223	Glyco_hydro_61	1
CC1G_04848	Chr_2	3457223	3458365	Glyco_hydro_61	1
CC1G_04849	Chr_2	3459667	3460751	Glyco_hydro_61	1
CC1G_04917	Chr_2	3627869	3629392	Glyco_hydro_61	1
CC1G_05382	Chr_8	177109	177949	Glyco_hydro_61	1
CC1G_05383	Chr_8	178544	179448	Glyco_hydro_61	1
CC1G_05827	Chr_12	277044	278228	Glyco_hydro_61	1
CC1G_07179	Chr_8	1067494	1068680	Glyco_hydro_61	1
CC1G_07479	Chr_9	577800	578841	Glyco_hydro_61	1
CC1G_07480	Chr_9	579940	581260	Glyco_hydro_61	1
CC1G_07624	Chr_9	1362170	1363192	Glyco_hydro_61	1
CC1G_07634	Chr_9	1378352	1379630	Glyco_hydro_61	1
CC1G_08455	Chr_12	618254	619519	Glyco_hydro_61	1
CC1G_08583	Chr_9	2052058	2053358	Glyco_hydro_61	1
CC1G_09526	Chr_6	1279515	1280659	Glyco_hydro_61	1
CC1G_09949	Chr_5	730116	731470	Glyco_hydro_61	1
CC1G_10029	Chr_4	2651289	2653000	Glyco_hydro_61	1
CC1G_10604	Chr_11	121732	122614	Glyco_hydro_61	1
CC1G_11664	Chr_4	1090037	1090948	Glyco_hydro_61	1
CC1G_12388	Chr_12	512224	513742	Glyco_hydro_61	1
CC1G_13046	Chr_4	60931	62771	Glyco_hydro_61	1
CC1G_13244	U359	3994	4847	Glyco_hydro_61	1
CC1G_14817	Chr_7	1095488	1096723	Glyco_hydro_61	1
