#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00081	Chr_5	1066878	1069386	Pkinase_Tyr	1
CC1G_00112	Chr_5	1136629	1138296	Pkinase_Tyr	1
CC1G_00304	Chr_5	1560456	1562718	Pkinase_Tyr	1
CC1G_00325	Chr_5	1615706	1617693	Pkinase_Tyr	1
CC1G_00400	Chr_5	1803330	1804668	Pkinase_Tyr	1
CC1G_00577	Chr_1	3283985	3285794	Pkinase_Tyr	1
CC1G_00594	Chr_1	3332466	3334477	Pkinase_Tyr	1
CC1G_00654	Chr_1	3485284	3489612	Pkinase_Tyr	1
CC1G_00840	Chr_7	1200274	1202983	Pkinase_Tyr	1
CC1G_00852	Chr_7	1239924	1245472	Pkinase_Tyr	1
CC1G_00855	Chr_7	1253985	1255917	Pkinase_Tyr	1
CC1G_00923	Chr_7	1452004	1454890	Pkinase_Tyr	1
CC1G_00997	Chr_7	1632600	1634094	Pkinase_Tyr	1
CC1G_01089	Chr_2	920686	922301	Pkinase_Tyr	1
CC1G_01170	Chr_2	1115760	1117717	Pkinase_Tyr	1
CC1G_01227	Chr_2	1237667	1241040	Pkinase_Tyr	1
CC1G_01261	Chr_5	2013160	2016141	Pkinase_Tyr	1
CC1G_01467	Chr_5	2531627	2534138	Pkinase_Tyr	1
CC1G_01579	Chr_10	366647	367864	Pkinase_Tyr	1
CC1G_01961	Chr_3	1681094	1684853	Pkinase_Tyr	1
CC1G_01983	Chr_3	1746054	1747725	Pkinase_Tyr	1
CC1G_01990	Chr_3	1763772	1767271	Pkinase_Tyr	1
CC1G_02007	Chr_3	1811098	1812907	Pkinase_Tyr	1
CC1G_02087	Chr_10	1620864	1623735	Pkinase_Tyr	1
CC1G_02205	Chr_10	1922534	1924105	Pkinase_Tyr	1
CC1G_02232	Chr_10	1983717	1988279	Pkinase_Tyr	1
CC1G_02503	Chr_9	982070	985518	Pkinase_Tyr	1
CC1G_02698	Chr_4	434789	439117	Pkinase_Tyr	1
CC1G_02703	Chr_4	449849	451316	Pkinase_Tyr	1
CC1G_02719	Chr_4	506366	508094	Pkinase_Tyr	1
CC1G_02807	Chr_1	274171	280171	Pkinase_Tyr	1
CC1G_02812	Chr_1	287164	289314	Pkinase_Tyr	1
CC1G_02847	Chr_1	372673	373908	Pkinase_Tyr	1
CC1G_02900	Chr_8	1209157	1213503	Pkinase_Tyr	1
CC1G_03026	Chr_8	1586598	1588775	Pkinase_Tyr	1
CC1G_03033	Chr_8	1605371	1608766	Pkinase_Tyr	1
CC1G_03330	Chr_3	2888284	2889369	Pkinase_Tyr	1
CC1G_03368	Chr_8	636290	638359	Pkinase_Tyr	1
CC1G_03393	Chr_8	704779	708120	Pkinase_Tyr	1
CC1G_03441	Chr_8	834482	836848	Pkinase_Tyr	1
CC1G_03607	Chr_9	1948724	1951781	Pkinase_Tyr	1
CC1G_03633	Chr_1	1904669	1906299	Pkinase_Tyr	1
CC1G_03659	Chr_1	1962378	1963947	Pkinase_Tyr	1
CC1G_03767	Chr_1	2210148	2211644	Pkinase_Tyr	1
CC1G_03802	Chr_2	2285218	2286950	Pkinase_Tyr	1
CC1G_04175	Chr_4	3552161	3554845	Pkinase_Tyr	1
CC1G_04354	Chr_1	717103	720219	Pkinase_Tyr	1
CC1G_04356	Chr_1	727349	729534	Pkinase_Tyr	1
CC1G_04357	Chr_1	730415	732377	Pkinase_Tyr	1
CC1G_04381	Chr_1	799326	801696	Pkinase_Tyr	1
CC1G_04406	Chr_1	872893	874831	Pkinase_Tyr	1
CC1G_04466	Chr_3	897959	899461	Pkinase_Tyr	1
CC1G_04709	Chr_13	565218	566424	Pkinase_Tyr	1
