#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00228	Chr_5	1383986	1387953	E1-E2_ATPase	1
CC1G_00830	Chr_7	1165671	1168859	E1-E2_ATPase	1
CC1G_01594	Chr_10	410884	415110	E1-E2_ATPase	1
CC1G_01918	Chr_3	1573466	1578748	E1-E2_ATPase	1
CC1G_02009	Chr_3	1815173	1820072	E1-E2_ATPase	1
CC1G_03517	Chr_9	1719817	1723257	E1-E2_ATPase	1
CC1G_06823	Chr_3	2283287	2287188	E1-E2_ATPase	1
CC1G_07338	Chr_12	1700603	1706157	E1-E2_ATPase	1
CC1G_07450	Chr_9	495121	499154	E1-E2_ATPase	1
CC1G_07569	Chr_4	2500731	2505422	E1-E2_ATPase	1
CC1G_09151	Chr_2	2780292	2785020	E1-E2_ATPase	1
CC1G_09910	Chr_12	1188040	1192451	E1-E2_ATPase	1
CC1G_10178	Chr_2	198355	203401	E1-E2_ATPase	1
CC1G_10813	Chr_2	2668787	2672608	E1-E2_ATPase	1
CC1G_12291	Chr_2	647067	652233	E1-E2_ATPase	1
CC1G_15207	Chr_9	1991200	1994516	E1-E2_ATPase	1
