#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00266	Chr_5	1457450	1458638	zf-C3HC4	1
CC1G_00427	Chr_5	1874876	1878342	zf-C3HC4	1
CC1G_00521	Chr_1	3134480	3136604	zf-C3HC4	1
CC1G_00528	Chr_1	3150022	3154540	zf-C3HC4	1
CC1G_00784	Chr_7	1021040	1022190	zf-C3HC4	1
CC1G_00785	Chr_7	1022773	1023615	zf-C3HC4	1
CC1G_00786	Chr_7	1025298	1026676	zf-C3HC4	1
CC1G_00833	Chr_7	1174563	1178373	zf-C3HC4	1
CC1G_00971	Chr_7	1584145	1586212	zf-C3HC4	1
CC1G_00980	Chr_7	1602245	1604047	zf-C3HC4	1
CC1G_00981	Chr_7	1604559	1605617	zf-C3HC4	1
CC1G_01003	Chr_7	1641689	1644827	zf-C3HC4	1
CC1G_01004	Chr_7	1645918	1648088	zf-C3HC4	1
CC1G_01360	Chr_5	2258978	2260373	zf-C3HC4	1
CC1G_02056	Chr_3	1931655	1932619	zf-C3HC4	1
CC1G_02315	Chr_3	3095711	3097928	zf-C3HC4	1
CC1G_02513	Chr_9	1015842	1018206	zf-C3HC4	1
CC1G_02916	Chr_8	1250709	1252641	zf-C3HC4	1
CC1G_03044	Chr_8	2116301	2120376	zf-C3HC4	1
CC1G_03236	Chr_3	2634953	2636103	zf-C3HC4	1
CC1G_03955	Chr_7	511085	514545	zf-C3HC4	1
CC1G_03968	Chr_7	546779	550296	zf-C3HC4	1
CC1G_04341	Chr_1	683124	683572	zf-C3HC4	1
CC1G_04410	Chr_1	883128	884708	zf-C3HC4	1
CC1G_05460	Chr_11	1577523	1580819	zf-C3HC4	1
CC1G_05751	Chr_7	2261039	2263474	zf-C3HC4	1
CC1G_05761	Chr_7	2278267	2280331	zf-C3HC4	1
CC1G_06524	Chr_12	1462394	1464580	zf-C3HC4	1
CC1G_06554	Chr_1	2809006	2810756	zf-C3HC4	1
CC1G_06845	Chr_3	2335697	2337680	zf-C3HC4	1
CC1G_07202	Chr_8	1120813	1122322	zf-C3HC4	1
CC1G_07279	Chr_12	1520853	1524251	zf-C3HC4	1
CC1G_07331	Chr_12	1676097	1677684	zf-C3HC4	1
CC1G_07385	Chr_3	2052126	2054787	zf-C3HC4	1
CC1G_07995	Chr_8	346911	349142	zf-C3HC4	1
CC1G_08061	Chr_4	3031444	3032868	zf-C3HC4	1
CC1G_08756	Chr_10	988416	992735	zf-C3HC4	1
CC1G_08987	Chr_7	1648807	1651172	zf-C3HC4	1
CC1G_09243	Chr_11	1697521	1700393	zf-C3HC4	1
CC1G_09423	Chr_10	685001	686765	zf-C3HC4	1
CC1G_09941	Chr_5	758167	762139	zf-C3HC4	1
CC1G_10329	Chr_6	1090079	1093179	zf-C3HC4	1
CC1G_10341	Chr_6	1128077	1129741	zf-C3HC4	1
CC1G_11255	Chr_12	482234	483135	zf-C3HC4	1
CC1G_11340	Chr_11	1248863	1251956	zf-C3HC4	1
CC1G_11608	Chr_11	1096660	1100385	zf-C3HC4	1
CC1G_13676	Chr_1	2180416	2181644	zf-C3HC4	1
CC1G_14633	Chr_5	1592919	1594821	zf-C3HC4	1
CC1G_14891	Chr_7	2366228	2371653	zf-C3HC4	1
CC1G_15410	Chr_12	729827	732886	zf-C3HC4	1
CC1G_15447	Chr_12	1530825	1531659	zf-C3HC4	1
