#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00341	Chr_5	1665251	1666814	PCI	1
CC1G_00483	Chr_1	3028539	3030452	PCI	1
CC1G_01436	Chr_5	2455021	2456552	PCI	1
CC1G_01772	Chr_1	2527173	2528961	PCI	1
CC1G_02145	Chr_10	1758192	1759671	PCI	1
CC1G_04339	Chr_1	673475	675024	PCI	1
CC1G_07518	Chr_6	1414677	1416317	PCI	1
CC1G_07669	Chr_9	1486148	1487798	PCI	1
CC1G_08132	Chr_5	2606488	2608130	PCI	1
CC1G_10171	Chr_7	5790	8086	PCI	1
CC1G_11317	Chr_11	1315656	1317565	PCI	1
CC1G_13388	Chr_5	22451	24293	PCI	1
CC1G_13483	Chr_7	2257	5430	PCI	1
CC1G_14224	Chr_3	2217040	2219871	PCI	1
