#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_01142	Chr_2	1044699	1047087	Pyr_redox_2	1
CC1G_02036	Chr_3	1890451	1892416	Pyr_redox_2	1
CC1G_02430	Chr_9	785639	787481	Pyr_redox_2	1
CC1G_02646	Chr_4	313352	314970	Pyr_redox_2	1
CC1G_03090	Chr_8	2232881	2235394	Pyr_redox_2	1
CC1G_03131	Chr_8	2364093	2366414	Pyr_redox_2	1
CC1G_03850	Chr_2	2400030	2401858	Pyr_redox_2	1
CC1G_04211	Chr_2	1439928	1441839	Pyr_redox_2	1
CC1G_04280	Chr_2	1624114	1625875	Pyr_redox_2	1
CC1G_04762	Chr_13	718408	720672	Pyr_redox_2	1
CC1G_05058	Chr_8	1955242	1956594	Pyr_redox_2	1
CC1G_05796	Chr_12	189600	191829	Pyr_redox_2	1
CC1G_06084	Chr_2	2965904	2968566	Pyr_redox_2	1
CC1G_06168	Chr_4	2770064	2772666	Pyr_redox_2	1
CC1G_06456	Chr_12	1292157	1294760	Pyr_redox_2	1
CC1G_06468	Chr_12	1318801	1320723	Pyr_redox_2	1
CC1G_06972	Chr_6	734972	737320	Pyr_redox_2	1
CC1G_07228	Chr_6	1930630	1935666	Pyr_redox_2	1
CC1G_07310	Chr_12	1610123	1612131	Pyr_redox_2	1
CC1G_07972	Chr_13	472106	474120	Pyr_redox_2	1
CC1G_08083	Chr_4	3092942	3094986	Pyr_redox_2	1
CC1G_08335	Chr_7	2390853	2393361	Pyr_redox_2	1
CC1G_08336	Chr_7	2393675	2396664	Pyr_redox_2	1
CC1G_08451	Chr_12	604494	605863	Pyr_redox_2	1
CC1G_08456	Chr_12	622243	623666	Pyr_redox_2	1
CC1G_09287	Chr_3	3577840	3580395	Pyr_redox_2	1
CC1G_09288	Chr_3	3581710	3584288	Pyr_redox_2	1
CC1G_09923	Chr_12	1236764	1239938	Pyr_redox_2	1
CC1G_10894	Chr_11	1203433	1204923	Pyr_redox_2	1
CC1G_12977	Chr_4	2169879	2172291	Pyr_redox_2	1
CC1G_13633	Chr_1	1457584	1459485	Pyr_redox_2	1
CC1G_13933	Chr_2	1852850	1860473	Pyr_redox_2	1
CC1G_14860	Chr_7	1825992	1827299	Pyr_redox_2	1
