#gene	chrom	chrom_start	chrom_stop	domain	count
CC1G_00369	Chr_5	1732826	1733830	Epimerase	1
CC1G_00553	Chr_1	3217939	3222296	Epimerase	1
CC1G_00787	Chr_7	1027538	1028701	Epimerase	1
CC1G_01286	Chr_5	2072100	2073665	Epimerase	1
CC1G_01575	Chr_10	355496	356502	Epimerase	1
CC1G_01817	Chr_1	2623664	2624840	Epimerase	1
CC1G_03113	Chr_8	2303520	2304687	Epimerase	1
CC1G_03447	Chr_8	851523	853053	Epimerase	1
CC1G_03467	Chr_8	896658	898186	Epimerase	1
CC1G_03549	Chr_9	1797971	1799325	Epimerase	1
CC1G_04199	Chr_2	1405433	1406714	Epimerase	1
CC1G_04263	Chr_2	1574623	1575748	Epimerase	1
CC1G_04510	Chr_3	1008419	1010125	Epimerase	1
CC1G_04873	Chr_2	3515458	3516347	Epimerase	1
CC1G_05164	Chr_2	2021729	2023530	Epimerase	1
CC1G_05420	Chr_8	273386	275109	Epimerase	1
CC1G_05873	Chr_12	406259	413214	Epimerase	1
CC1G_06329	Chr_4	1834033	1834963	Epimerase	1
CC1G_06396	Chr_4	2029042	2031531	Epimerase	1
CC1G_07877	Chr_4	1316194	1317577	Epimerase	1
CC1G_08222	Chr_5	550272	551268	Epimerase	1
CC1G_09092	Chr_4	727615	728648	Epimerase	1
CC1G_10315	Chr_6	1056347	1057800	Epimerase	1
CC1G_10316	Chr_6	1058149	1059830	Epimerase	1
CC1G_10335	Chr_6	1110736	1112169	Epimerase	1
CC1G_10895	Chr_11	1199660	1201445	Epimerase	1
CC1G_10898	Chr_11	1190325	1192555	Epimerase	1
CC1G_11040	Chr_10	849805	851002	Epimerase	1
CC1G_11331	Chr_11	1277902	1279500	Epimerase	1
CC1G_11332	Chr_11	1275766	1277375	Epimerase	1
CC1G_11335	Chr_11	1266591	1268091	Epimerase	1
CC1G_11635	Chr_4	1333297	1334761	Epimerase	1
CC1G_11975	Chr_6	1148959	1150505	Epimerase	1
CC1G_13567	Chr_1	294971	296321	Epimerase	1
CC1G_15045	Chr_8	1800419	1803433	Epimerase	1
CC1G_15246	Chr_10	214108	219485	Epimerase	1
CC1G_15580	Chr_6	1120004	1121470	Epimerase	1
CC1G_15694	Chr_11	933271	937996	Epimerase	1
CC1G_15736	Chr_11	1592974	1596046	Epimerase	1
